palabra;valencia
snowboarder;0,719
dia de nieve;0,602
nevada;0,675
copo de nieve;0,748
nevando;0,586
nievemagedón;0,375
muñeco de nieve;0,776
quitanieves;0,449
nevada;0,204
Nevado;0,656
desaire;0,229
desairado;0,265
rapé;0,357
ajustado;0,867
acurrucarse;0,781
acurrucado;0,552
se acurruca;0,67
acurrucarse;0,683
Sumergir;0,48
mojado;0,365
remojo;0,438
tan enojado;0,327
muy molesto;0,271
jabón;0,531
plataforma improvisada;0,5
jabonoso;0,552
remontarse;0,79
altísimo;0,708
sollozo;0,115
sobrio;0,729
tan bendecido;0,542
sobriedad;0,68
social;0,427
fútbol;0,698
sociable;0,854
social;0,806
ansiedad social;0,27
socialismo;0,51
socialista;0,448
mundano;0,684
socializar;0,907
sociedad;0,674
sociología;0,615
sociópata;0,104
calcetín;0,5
enchufe;0,583
césped;0,427
soda;0,688
gaseosa;0,581
jodido;0,24
sodio;0,49
sofá;0,583
suave;0,76
sofbol;0,735
ablandar;0,694
suavizante;0,745
reblandecimiento;0,7
suavemente;0,517
blandura;0,875
software;0,561
empapado;0,312
tan feliz;0,949
suelo;0,35
sucio;0,106
soirée;0,729
morar;0,514
consuelo;0,776
solar;0,622
solárium;0,602
soldar;0,439
soldadura;0,573
soldado;0,392
único;0,427
solemne;0,708
solicitar;0,62
solicitación;0,612
abogado;0,6
sólido;0,667
solidaridad;0,792
solidificación;0,48
solidificado;0,633
solidificar;0,583
solidez;0,745
solitario;0,365
soledad;0,208
solo;0,438
solubilidad;0,506
soluble;0,542
muy afortunado;0,573
solución;0,79
resolver;0,656
solvencia;0,604
solvente;0,635
tan enojado;0,429
somático;0,438
sombrío;0,184
algo de anticipación;0,423
algo de disgusto;0,094
alguna sorpresa;0,827
un poco de confianza;0,594
voltereta;0,214
algo igetalot;0,573
algo negativo;0,208
algo positivo;0,92
mucho que hacer;0,51
hijo;0,792
sonar;0,541
sonata;0,643
muy nervioso;0,344
canción;0,854
compositor de canciones;0,844
Sonic;0,594
tan agradable;0,5
soneto;0,718
sonoro;0,646
Hollín;0,375
calmar;0,817
calmante;0,625
sofisticado;0,865
sofisticación;0,792
estudiante de segundo año;0,653
furioso;0,276
sensiblero;0,51
soprano;0,552
hechicero;0,377
brujería;0,279
sórdido;0,219
doloroso;0,094
muy preparado;0,622
dolorosamente;0,284
dolor;0,113
sorgo;0,469
Hermandad de mujeres;0,635
tristeza;0,052
triste;0,049
perdón;0,406
clasificar;0,673
clasificador;0,594
salida;0,49
clasificación;0,469
llamada de socorro;0,354
tan asustado;0,229
tan temible;0,301
muy lento;0,347
tan estresado;0,435
Tan dulce;0,755
muy agradecido;0,729
sou;0,48
alma;0,77
conmovedor;0,755
desalmado;0,125
alma gemela;0,89
sonido;0,765
sondeo;0,69
solvencia;0,78
insonorizar;0,49
banda sonora;0,63
sopa;0,602
agrio;0,276
fuente;0,74
persona desabrida;0,188
sur;0,562
hacia el sur;0,51
Sureste;0,51
meridional;0,552
zurdo;0,542
Sur oeste;0,406
recuerdo;0,844
soberano;0,698
soberanía;0,719
Soviético;0,347
sembrar;0,667
soja;0,438
salsa de soja;0,573
haba de soja;0,521
spa;0,622
espacio;0,8
astronave;0,646
astronauta;0,688
astronave;0,643
espaciado;0,621
espacioso;0,88
pala;0,469
espaguetis;0,729
correo no deseado;0,188
spammers;0,354
lapso;0,521
spandex;0,429
spaniel;0,561
azotar;0,112
azotaina;0,194
espato;0,417
repuesto;0,552
costillares;0,635
escasamente;0,51
Chispa - chispear;0,688
brillar;0,819
espumoso;0,7
brillante;0,885
combate;0,292
gorrión;0,583
escaso;0,24
espasmo;0,194
espástico;0,24
escupió;0,427
espacial;0,604
salpicar;0,292
espátula;0,302
Aparecer;0,542
spaz;0,443
hablar;0,765
clandestino;0,68
altavoz;0,604
discurso;0,753
lanza;0,51
Especificaciones;0,583
especial;0,844
especialista;0,76
especialidad;0,854
especializarse;0,776
especialmente;0,847
especialidad;0,724
metálico;0,583
especies;0,561
específico;0,656
especificación;0,552
especificar;0,656
muestra;0,531
Partícula;0,418
moteado;0,449
especificaciones;0,54
espectáculo;0,812
gafas;0,816
espectacular;0,947
espectador;0,694
espectro;0,265
espectral;0,43
espectrómetro;0,5
espectrofotómetro;0,5
espectroscopia;0,47
espectro;0,312
especular;0,398
especulación;0,325
especulativo;0,276
espéculo;0,417
discurso;0,656
sin habla;0,459
velocidad;0,719
lancha rápida;0,635
rápidamente;0,688
exceso de velocidad;0,438
velocímetro;0,427
pista de carreras;0,667
rápido;0,625
deletrear;0,385
hechizado;0,531
ortografía;0,594
spencer;0,51
gastar;0,672
gastador;0,312
gasto;0,333
gastó;0,296
esperma;0,396
arrojar;0,26
esfera;0,633
esférico;0,55
esfínter;0,347
esfinge;0,604
picante;0,302
especia;0,594
picante;0,44
araña;0,229
arañas;0,26
elegante;0,615
espiga;0,38
pico;0,382
claveteado;0,281
puntiagudo;0,284
derramar;0,408
derramando;0,375
girar;0,551
espinaca;0,583
espinal;0,312
huso;0,552
columna vertebral;0,495
sin carácter;0,344
hilandero;0,458
hilado;0,594
solterona;0,357
espinoso;0,167
espiral;0,49
aguja;0,354
espíritu;0,786
enérgico;0,854
espíritu;0,583
espiritual;0,938
espiritualidad;0,865
escupir;0,149
despecho;0,08
malévolo;0,073
volcán;0,233
escupidera;0,276
chapoteo;0,521
salpicar;0,51
bazo;0,448
espléndido;0,896
esplendor;0,927
empalme;0,386
ranura;0,49
entablillar;0,179
astilla;0,136
separar;0,344
terrible;0,188
derroche;0,365
arruinar;0,146
revelación;0,347
arruinando;0,135
botín;0,388
habló;0,635
hablado;0,551
portavoz;0,72
esponja;0,551
esponjoso;0,469
patrocinador;0,729
patrocinio;0,854
espontaneidad;0,817
espontáneo;0,78
parodia;0,49
espectro;0,327
escalofriante;0,104
carrete;0,397
cuchara;0,479
cucharada;0,582
esporádico;0,333
espora;0,48
deporte;0,865
deportivo;0,917
Deportes;0,833
coche deportivo;0,759
deportista;0,755
deportividad;0,89
Escritor de deportes;0,76
deportivo;0,735
lugar;0,51
inmaculado;0,792
destacar;0,688
manchado;0,354
observador;0,542
manchado;0,281
cónyuge;0,656
esposa;0,75
canalón;0,438
esguince;0,063
extensión;0,6
rociar;0,438
untado;0,57
esparcidor;0,51
juerga;0,564
primavera;0,837
espolvorear;0,635
aspersor;0,51
aspersión;0,677
pique;0,549
duende;0,561
brote;0,582
abeto;0,604
patata;0,403
agallas;0,438
guaperas;0,646
estimular;0,378
espurio;0,178
espoleado;0,562
esfuerzo supremo;0,448
espiar;0,26
disputa común;0,173
equipo;0,552
escuadrón;0,469
chubasco;0,191
escamoso;0,344
malgastar;0,24
cuadrado;0,509
calabaza;0,531
ponerse en cuclillas;0,33
colono usurpador;0,39
piel roja;0,428
graznido;0,265
chirrido;0,271
chirriador;0,229
chillido;0,25
soplón;0,541
delicado;0,176
estrujar;0,458
apretando;0,26
aplastar;0,271
calamar;0,497
estrabismo;0,385
escudero;0,479
retorcerse;0,235
ardilla;0,592
chorro;0,406
chapotear;0,26
blando;0,516
puñalada;0,167
apuñalado;0,031
estabilidad;0,812
estabilizar;0,839
estabilizador;0,688
estable;0,725
staccato;0,396
pila;0,47
estadio;0,635
personal;0,745
ciervo;0,594
escenario;0,592
diligencia;0,516
tramoyista;0,42
tambalear;0,531
asombroso;0,52
estancado;0,3
estancamiento;0,276
serio;0,385
mancha;0,453
manchado;0,245
inoxidable;0,594
escalera;0,375
hueco de escalera;0,51
apostar;0,406
Estaca;0,344
duro;0,235
estancamiento;0,296
acechar;0,436
acosador;0,177
parar;0,37
semental;0,628
establos;0,582
leal;0,812
aguante;0,664
estampilla;0,438
estampida;0,235
postura;0,604
pararse;0,6
estándar;0,673
estandarizar;0,684
estandarizado;0,61
apoyar;0,26
de pie;0,604
punto muerto;0,333
punto de vista;0,585
parada;0,441
ponerse de pie;0,633
estrofa;0,612
estafilococo;0,375
grapa;0,542
engrapadora;0,37
estrella;0,833
Fruta estrella;0,701
estribor;0,531
almidón;0,507
estrellato;0,844
polvo de estrellas;0,843
mirar fijamente;0,541
estrella de mar;0,68
estudio de las estrellas;0,802
curioso;0,542
rígido;0,33
estrella joven;0,806
luz de las estrellas;0,908
estornino;0,5
estrellado;0,438
estrellas;0,796
nave estelar;0,74
comienzo;0,684
inicio;0,667
asustar;0,276
sorprendido;0,333
alarmante;0,75
inanición;0,24
morir de hambre;0,073
famélico;0,097
morirse de hambre;0,163
reserva;0,344
estadística;0,479
estado;0,562
majestuoso;0,83
declaración;0,688
camarote;0,653
en los Estados Unidos;0,643
estadista;0,51
estático;0,297
estática;0,542
estación;0,688
estacionario;0,408
papelería;0,57
estadística;0,508
estadístico;0,714
estator;0,281
estatuaria;0,561
estatua;0,542
estatuilla;0,677
estatura;0,47
estado;0,658
estatuto;0,592
estatutario;0,51
firme;0,48
duela;0,417
Quédate;0,604
Mantente alejado;0,369
permaneció;0,497
corsé;0,633
lugar;0,551
firme;0,771
filete;0,625
asador;0,802
robar;0,021
robando;0,086
sigilo;0,52
a hurtadillas;0,763
cauteloso;0,38
vapor;0,469
buque de vapor;0,708
humeante;0,592
aplanadora;0,396
buque de vapor;0,469
lleno de vapor;0,479
acero;0,521
empinado;0,312
campanario;0,625
dirigir;0,469
direccion;0,58
estelar;0,796
provenir;0,615
hedor;0,104
plantilla;0,5
taquígrafo;0,51
paso;0,531
hijastra;0,51
padrastro;0,396
madrastra;0,427
estepa;0,427
pasos;0,511
hijastro;0,614
estéreo;0,617
estereoscópico;0,363
estereotipo;0,151
esteriotipado;0,375
estéril;0,302
esterilidad;0,201
esterilizar;0,406
libra esterlina;0,529
popa;0,552
esternón;0,52
esteroide;0,36
estetoscopio;0,427
guiso;0,667
mayordomo;0,633
azafata;0,625
administración;0,551
cosas;0,292
palo;0,396
pegatina;0,583
pega;0,486
rigorista;0,385
Pegarse;0,453
pegajoso;0,385
tieso;0,158
endurecer;0,36
rigidez;0,323
sofocar;0,24
sofocado;0,229
sofocante;0,163
estigma;0,327
escalera para pasar una cerca;0,75
estilete;0,396
nacimiento de un niño muerto;0,092
nacido muerto;0,271
quietud;0,729
todavía esperando;0,344
zancos;0,439
estimulante;0,441
estimular;0,792
estimulante;0,74
estímulo;0,708
picadura;0,163
aguijón;0,279
escozor;0,26
tacaño;0,094
hedor;0,042
canalla;0,163
maloliente;0,041
apestoso;0,092
escatimar;0,49
estipendio;0,604
estipular;0,57
estipulación;0,469
remover;0,448
emocionante;0,582
puntada;0,306
puntadas;0,51
Valores;0,594
estacada;0,375
corredor de valores;0,417
accionista;0,573
media;0,594
medias;0,458
reservas;0,542
almacén;0,562
cepo;0,573
estoico;0,427
robó;0,135
robado;0,156
estómago;0,367
Dolor de estómago;0,03
pisar muy fuerte;0,365
pisoteado;0,229
piedra;0,216
drogado;0,177
Pared de piedra;0,337
gres;0,458
pedregoso;0,356
secuaz;0,438
heces;0,448
taburetes;0,459
agacharse;0,49
estúpido;0,28
deténgase;0,28
escala;0,531
paro;0,224
tapón;0,365
parada;0,388
cronógrafo;0,469
almacenamiento;0,698
Tienda;0,646
escaparate;0,58
almacén;0,57
Trastero;0,56
almacenar;0,63
tormenta;0,188
asalto;0,265
Tormentoso;0,146
historia;0,653
libro de cuentos;0,854
cuentista;0,73
narración;0,643
piedra;0,49
cerveza negra;0,656
estufa;0,466
estibar;0,615
polizón;0,224
montar a horcajadas;0,306
enderezar;0,677
directo;0,78
directamente;0,667
presion;0,19
tenso;0,122
estrecho;0,438
camisa de fuerza;0,224
estrecheces;0,408
hebra;0,396
varado;0,292
extraño;0,314
estrangular;0,094
estrangulación;0,04
Correa;0,38
sin tirantes;0,314
fornido;0,552
Estratos;0,5
estratégico;0,786
estratega;0,571
estrategia;0,704
estratificación;0,531
estratosfera;0,604
estrato;0,365
Paja;0,48
fresa;0,833
extraviado;0,133
trazo;0,44
rayado;0,458
corriente;0,449
serpentina;0,615
transmisión;0,592
línea de corriente;0,656
calle;0,594
tranvía;0,39
luz de la calle;0,673
fuerza;0,802
fortalecer;0,802
fortalecimiento;0,913
agotador;0,104
estreptococo;0,365
estrés;0,173
estresado;0,167
destaca;0,115
libre de estrés;0,833
Estresante;0,153
estresando;0,146
estresante;0,163
el alivio del estrés;0,627
tramo;0,604
camilla;0,438
afligido;0,163
estricto;0,5
paso;0,49
lucha;0,344
Huelga;0,271
tachar;0,316
huelguista;0,5
sorprendentes;0,357
sorprendentemente;0,69
cuerda;0,385
instrumentos de cuerda;0,457
fibroso;0,43
banda;0,427
raya;0,629
a rayas;0,344
despojado;0,255
estriptista;0,625
estriptís;0,607
luchar;0,582
luz estroboscópica;0,49
carrera;0,562
paseo;0,745
paseante;0,786
vagante;0,755
fuerte;0,912
fortaleza;0,708
fuertemente;0,63
estructural;0,582
estructura;0,562
strudel;0,627
dificil;0,365
puntal;0,58
talón;0,396
atropellado;0,323
rastrojo;0,333
testarudo;0,157
testarudez;0,156
achaparrado;0,417
estuco;0,439
atascado;0,153
pegado para arriba;0,281
semental;0,564
tachonado;0,396
alumno;0,634
estudió;0,786
estudio;0,677
estudiar;0,653
cosas;0,622
Peluche;0,684
Relleno;0,417
cargado;0,323
tropezón;0,153
tocón;0,449
perplejo;0,344
aturdir;0,333
aturdido;0,306
persona maravillosa;0,418
impresionante;0,888
truco;0,387
enano;0,194
especialista;0,49
estupefacción;0,294
dejar estupefacto;0,2
estupendo;0,823
tonto;0,133
estupidez;0,06
gente estupida;0,073
lluvia estúpida;0,26
estupor;0,323
robusto;0,58
esturión;0,417
tartamudear;0,25
orzuelo;0,296
estilo;0,745
estilismo;0,823
elegante;0,885
estilista;0,76
afable;0,724
sub;0,51
subatómico;0,385
subcomisión;0,396
subconsciente;0,531
subcutáneo;0,396
subdividir;0,538
subdivisión;0,592
subducción;0,35
dominar;0,275
sometido;0,236
subdural;0,381
súbito;0,372
tema;0,602
sometido;0,286
sujeción;0,354
subjetivo;0,51
subyugación;0,28
subarrendar;0,469
subnivel;0,365
sublimación;0,51
sublime;0,784
subliminal;0,41
submarino;0,572
sumergir;0,517
sumergido;0,337
sumergible;0,406
envío;0,531
sumiso;0,48
enviar;0,635
sumisión;0,667
subordinar;0,276
subordinación;0,27
subtrama;0,469
citación;0,281
suscribir;0,66
abonado;0,562
suscripción;0,583
subsecuencia;0,438
subsecuente;0,449
después;0,38
subordinado;0,255
subconjunto;0,429
disminuir;0,375
hundimiento;0,32
subsidiario;0,541
subvencionar;0,604
subvención;0,573
subsistir;0,573
subsistencia;0,51
subsuelo;0,429
subespacio;0,47
sustancia;0,615
deficiente;0,235
sustancial;0,59
sustancialmente;0,646
justificar;0,531
sustantivo;0,5
subestación;0,469
sustituto;0,427
sustituido;0,271
sustitución;0,406
infraestructura;0,441
subterráneo;0,469
trasfondo;0,635
subtitular;0,445
sutil;0,708
sutileza;0,615
sustraer;0,208
sustracción;0,163
subtipo;0,427
suburbio;0,354
suburbano;0,439
suburbios;0,438
afueras;0,51
subversión;0,347
subversivo;0,198
subvertir;0,357
subterraneo;0,418
triunfar;0,926
subsiguiente;0,867
éxito;0,959
exitoso;0,949
sucesión;0,698
sucesivo;0,635
sucesor;0,729
sucinto;0,51
súcubo;0,417
suculento;0,823
sucumbir;0,202
chupar;0,344
ventosa;0,265
succión;0,227
mamón;0,596
apesta;0,115
succión;0,46
repentino;0,449
de repente;0,67
jabonaduras;0,458
demandar;0,219
ante;0,542
sufrir;0,082
víctima;0,156
sufrimiento;0,02
satisfacer;0,643
suficiencia;0,594
suficiente;0,833
suficientemente;0,776
sufijo;0,43
sofocar;0,219
sofocante;0,133
asfixia;0,02
azúcar;0,896
sugerir;0,573
sugerencia;0,646
sugestivo;0,552
suicida;0,021
suicidio;0,03
atentado suicida;0,031
traje;0,776
apropiado;0,792
maleta;0,562
suite;0,79
pretendiente;0,708
sulfato;0,427
azufre;0,173
estar mohíno;0,25
hosco;0,25
manchar;0,378
azufre;0,26
sultán;0,529
bochornoso;0,735
suma;0,792
sumariamente;0,469
resumir;0,59
resumen;0,729
suma;0,766
el verano;0,812
Casa de verano;0,796
Hora de verano;0,837
cumbre;0,625
convocar;0,521
citación;0,552
sumo;0,48
sumidero;0,365
suntuoso;0,698
sol;0,877
rayo de sol;0,729
bronceado;0,061
helado con frutas y nueces;0,743
domingo;0,776
reloj de sol;0,643
puesta del sol;0,812
diversos;0,543
girasol;0,878
gafas de sol;0,684
hundido;0,146
sin sol;0,245
luz de sol;0,906
soleado;0,74
amanecer;0,823
techo corredizo;0,681
protector solar;0,656
puesta de sol;0,875
Brillo Solar;0,885
bronceado;0,62
salida del sol;0,76
sorber;0,551
súper;0,844
jubilación;0,448
magnífico;0,98
superficial;0,357
superfluo;0,316
superhéroe;0,91
sobrehumano;0,81
superpuesto;0,49
superintendente;0,592
superior;0,801
superioridad;0,582
superlativo;0,714
superhombre;0,945
supermercado;0,69
supermodelo;0,88
flotante;0,5
sobrenatural;0,622
supernova;0,729
superposición;0,48
superpotencia;0,806
reemplazar;0,479
superestrella;0,885
superstición;0,177
supersticioso;0,281
hipermercado;0,719
supervisar;0,698
supervisión;0,459
supervisor;0,615
cena;0,708
hora de cenar;0,792
suplantar;0,344
flexible;0,812
suplemento;0,745
hecho suplementario;0,604
suplementario;0,625
súplica;0,469
proveedor;0,615
suministros;0,698
suministro;0,708
apoyo;0,811
soportado;0,853
seguidor;0,721
partidarios;0,763
secundario;0,634
apoyo;0,875
suponer;0,551
supuesto;0,296
suponiendo que;0,449
suposición;0,531
reprimir;0,281
supresión;0,267
supremacía;0,794
supremo;0,812
supremamente;0,833
recargo;0,375
Por supuesto;0,724
garantía;0,776
navegar;0,847
superficie;0,448
tabla de surf;0,729
tablista;0,704
sobretensión;0,449
cirujano;0,5
cirugía;0,286
quirúrgico;0,327
hosco;0,221
conjetura;0,529
apellido;0,67
incomparable;0,719
superávit;0,602
sorpresa;0,875
sorprendido;0,784
sorpresas;0,875
sorprendente;0,888
asombrosamente;0,847
surrealista;0,55
Rendición;0,115
rendirse;0,198
sustituto;0,406
rodear;0,542
rodeando;0,531
alrededores;0,6
vigilancia;0,365
encuesta;0,58
agrimensura;0,488
topógrafo;0,545
supervivencia;0,541
sobrevivir;0,77
sobreviviente;0,646
susceptibilidad;0,458
susceptible;0,438
Sushi;0,698
sospechar;0,133
sospechoso;0,173
suspender;0,24
suspendido;0,224
tirantes;0,391
suspenso;0,286
suspensión;0,288
sospecha;0,204
sospechas;0,208
sospechoso;0,153
sostener;0,635
sostenido;0,649
sustento;0,82
sutura;0,24
todoterreno;0,552
sux;0,406
torunda;0,47
estilo;0,656
pavonearse;0,333
tragar;0,466
swami;0,51
pantano;0,245
inundado;0,156
pantanoso;0,306
cisne;0,781
presumir;0,49
intercambio;0,552
enjambre;0,302
esvástica;0,316
aplastar;0,38
influencia;0,69
jurar;0,601
jurando;0,333
sudor;0,388
suéter;0,704
transpiración;0,292
camisa de entrenamiento;0,51
fábrica con explotación exagerada;0,385
sudoroso;0,281
barrer;0,448
barrendero;0,47
barriendo;0,344
dulce;0,668
endulzar;0,908
endulzado;0,94
edulcorante;0,67
más dulce;0,959
cariño;0,959
dulzura;0,906
dulces;0,91
hinchar;0,36
hinchazón;0,323
sofocante;0,204
viraje;0,276
rápido;0,76
rápidamente;0,66
trago;0,604
bazofia;0,427
nadar;0,688
nadador;0,657
natación;0,76
traje de baño;0,74
estafa;0,122
estafador;0,125
cerdo;0,34
ritmo;0,602
mundano;0,459
balanceo;0,656
golpe fuerte;0,573
remolino;0,49
silbido;0,562
cambiar;0,5
navaja de muelle;0,357
tablero de conmutadores;0,571
girar;0,562
hinchado;0,236
desmayo;0,292
redada;0,479
espada;0,438
pez espada;0,564
esgrima;0,616
espadachín;0,395
sicomoro;0,5
sílaba;0,448
silaba;0,736
simbiótico;0,832
símbolo;0,643
simbólico;0,67
simbólicamente;0,582
simbolismo;0,688
simbolizar;0,633
simétrico;0,745
simetría;0,604
simpático;0,796
compadecerse;0,77
compasión;0,827
sinfónico;0,775
sinfonía;0,765
simposio;0,573
síntoma;0,38
sintomático;0,367
sinagoga;0,531
sinapsis;0,66
sináptico;0,573
sincronizar;0,802
sincrónico;0,6
síncope;0,245
sindicato;0,439
síndrome;0,229
sinérgico;0,571
sinergia;0,667
sínodo;0,469
sinónimo;0,615
sinopsis;0,541
sinóptico;0,561
sintaxis;0,531
síntesis;0,604
sintetizador;0,5
sintético;0,396
sífilis;0,071
jeringuilla;0,25
jarabe;0,62
sistema;0,615
sistemático;0,617
sistemáticamente;0,69
camiseta de manga corta;0,815
pestaña;0,594
Tabasco;0,375
atigrado;0,51
tabernáculo;0,408
mesa;0,551
cuadro;0,531
Manteles;0,48
cucharada;0,49
tableta;0,562
vajilla;0,677
tabloide;0,438
tabú;0,198
tabular;0,438
tabulación;0,396
tacómetro;0,398
tácito;0,459
virar;0,365
abordar;0,365
abordado;0,438
abordar;0,48
pegajoso;0,245
tacos;0,561
tacto;0,55
diplomático;0,704
táctica;0,531
táctico;0,594
táctica;0,583
táctil;0,573
un poco;0,459
renacuajo;0,35
tafetán;0,604
caramelo;0,448
etiqueta;0,612
cola;0,48
portón;0,323
relaves;0,439
luz de la cola;0,479
Sastre;0,573
sastrería;0,673
tubo de escape;0,46
mancha;0,141
tomar;0,828
quitarse;0,755
sacar;0,736
tomar el control;0,663
tomador;0,375
talco;0,5
cuento;0,663
talento;0,959
talentoso;0,939
talismán;0,704
hablar;0,833
hablador;0,562
alto;0,725
cuentas;0,551
sebo;0,344
cuenta;0,542
garra;0,344
garras;0,32
pandereta;0,622
domar;0,56
domador;0,385
domadura;0,569
manosear;0,184
tampón;0,396
broncearse;0,643
tándem;0,552
Espiga;0,594
tangente;0,573
Mandarina;0,571
tangible;0,646
enredo;0,354
enredado;0,26
tango;0,622
tanque;0,431
Camiseta sin mangas;0,61
petrolero;0,52
bronceado;0,615
tentador;0,525
equivalente;0,633
berrinche;0,219
taoísmo;0,49
tocar;0,461
cinta;0,531
cinta métrica;0,406
afilar;0,541
estrechándose;0,344
tapiz;0,52
tenia;0,357
tapioca;0,594
grifos;0,448
alquitrán;0,438
tarántula;0,26
tardanza;0,296
tardío;0,204
objetivo;0,633
dirigido;0,573
apuntando;0,51
arancel;0,459
pista;0,357
deslustre;0,204
tarot;0,479
lona;0,479
alquitranado;0,392
tarta;0,719
tartán;0,448
sarro;0,214
tarea;0,55
borla;0,552
gusto;0,802
de buen gusto;0,918
insípido;0,146
saboreo;0,781
sabroso;0,959
hacer encaje;0,429
hablador;0,417
chismoso;0,633
tatuaje;0,49
enseñó;0,814
pulla;0,083
gris pardo;0,406
tenso;0,432
taberna;0,516
cursi;0,375
leonado;0,551
impuesto;0,26
gravado;0,255
taxi;0,542
taxonomía;0,37
contribuyente;0,592
té;0,698
enseñar;0,84
profesor;0,76
enseñando;0,822
taza para té;0,633
casa de te;0,802
verde azulado;0,54
equipo;0,708
equipojesus;0,673
compañero de equipo;0,865
trabajo en equipo;0,918
tetera;0,479
lágrima;0,404
lloroso;0,208
lagrimas de alegria;0,926
lloroso;0,167
fastidiar;0,317
rompecabezas;0,51
broma;0,235
cucharilla;0,521
pezón;0,612
la hora del té;0,847
tecnología;0,684
técnico;0,51
tecnicismo;0,632
técnico;0,592
técnica;0,76
tecno;0,561
tecnológico;0,68
tecnología;0,776
ted;0,712
oso de peluche;0,89
tedioso;0,104
tedio;0,224
tee;0,459
repleto;0,582
adolescente;0,729
adolescentes;0,653
pequeñito;0,52
chiquitín;0,427
dientes;0,52
dentición;0,396
teflón;0,354
telegrama;0,561
telégrafo;0,594
telequinesia;0,582
telemetría;0,46
telepático;0,602
telepatía;0,594
teléfono;0,694
telescopio;0,531
telescópico;0,49
teletón;0,643
teletipo;0,532
televisado;0,625
televisión;0,633
decir;0,551
cajero;0,5
narración;0,719
indicador;0,24
temperatura;0,49
temperamento;0,633
pintura al temple;0,458
temperamento;0,42
temperamental;0,316
templanza;0,5
templado;0,469
la temperatura;0,521
templado;0,583
tempestad;0,245
modelo;0,479
templo;0,612
tempo;0,582
temporal;0,5
temporalmente;0,5
temporario;0,458
tentar;0,21
tentación;0,365
tentador;0,615
tentadora;0,427
diez;0,562
sostenible;0,741
tenaz;0,724
tenacidad;0,74
tenencia;0,5
inquilino;0,385
tender;0,604
tendencia;0,684
tierno;0,63
principiante;0,469
sensibilidad;0,949
cuidando;0,622
tendón;0,341
vivienda;0,47
principio;0,667
principios;0,734
décuplo;0,469
tenis;0,622
tenor;0,587
tiempo;0,396
de tensión;0,458
tensión;0,304
tienda;0,51
tentáculo;0,37
tentativo;0,582
décimo;0,51
décimas;0,406
tenue;0,398
tenencia;0,615
tipi;0,5
tibio;0,337
tequila;0,612
teriyaki;0,646
término;0,45
Terminal;0,316
Terminar;0,171
terminación;0,344
terminador;0,37
terminología;0,612
término;0,281
termita;0,265
términos;0,49
golondrina de mar;0,573
ternario;0,55
terraza;0,615
terreno;0,54
terrestre;0,542
horrible;0,061
terriblemente;0,061
terrier;0,562
fantástico;0,859
aterrorizado;0,09
aterroriza;0,083
aterrorizar;0,052
espantoso;0,031
territorial;0,405
territorio;0,625
terror;0,069
terrorismo;0,06
terrorista;0,019
terroristas;0,062
aterrorizar;0,041
breve;0,542
terciario;0,5
prueba;0,449
testamento;0,594
testículo;0,458
testicular;0,388
testificar;0,521
testimonial;0,541
testimonio;0,615
testosterona;0,573
irascible;0,135
tétanos;0,133
atar;0,323
atado;0,26
tetraédrico;0,595
texto;0,604
libro de texto;0,622
textil;0,604
textural;0,66
textura;0,615
gif;0,542
gracias;0,958
agradecido;0,969
gracias a Dios;0,823
agradeciendo;0,917
ingrato;0,146
Gracias;0,918
muchas gracias;0,908
acción de gracias;0,927
gracias Dios;0,9
gracias Jesús;0,878
gracias Señor;0,809
paja;0,337
ese momento;0,667
taumaturgia;0,51
deshielo;0,438
teatro;0,76
teatral;0,72
teatro;0,694
lo mejor;0,76
robo;0,135
teísmo;0,46
teísta;0,397
la vida;0,688
las pequeñas cosas;0,571
tema;0,541
teocracia;0,49
teocrático;0,38
teólogo;0,521
teológico;0,48
teología;0,448
teorema;0,5
teórico;0,615
teoría;0,583
terapéutico;0,625
terapéutica;0,552
terapeuta;0,468
terapia;0,49
aproximadamente;0,427
del mismo;0,542
con eso;0,462
térmico;0,48
par termoeléctrico;0,406
termodinámica;0,51
termómetro;0,4
termo;0,582
termostato;0,439
Tesauro;0,52
tesis;0,583
grueso;0,449
espesar;0,406
espesamiento;0,448
matorral;0,385
espesor;0,552
ladrón;0,088
muslo;0,469
dedal;0,49
delgada;0,469
cosa;0,449
cosas;0,519
cosita;0,458
pensar;0,786
pensador;0,706
pensando;0,72
tercera;0,551
tercios;0,402
sed;0,298
sediento;0,281
trece;0,459
decimotercero;0,408
treinta;0,562
cardo;0,427
allá;0,5
correa;0,467
espina;0,296
espinoso;0,177
exhaustivo;0,467
pura sangre;0,669
vía pública;0,582
pensamiento;0,78
reflexivo;0,667
consideración;0,867
desconsiderado;0,194
pensamientos;0,745
mil;0,663
movimiento de piernas;0,26
hilo;0,646
amenaza;0,135
amenazar;0,104
amenazado;0,052
amenazante;0,071
Tres;0,653
triple;0,521
grupo de tres;0,49
trillar;0,49
límite;0,531
tres veces;0,469
ahorro;0,76
ahorrativo;0,604
emoción;0,888
encantado;0,898
suspenso;0,49
emocionante;0,93
prosperar;0,948
prosperando;0,865
garganta;0,35
palpitar;0,5
palpitante;0,645
agonía;0,146
trono;0,724
multitud;0,48
acelerador;0,562
lanzar;0,344
reversión;0,28
lanzador;0,47
arrojado;0,5
tordo;0,306
empuje;0,51
propulsor;0,698
ruido sordo;0,255
matón;0,24
pulgar;0,673
impresión del pulgar;0,51
