palabra;valencia;pals
eximido;-1;
eximidos;-1;
eximiendo;-1;
eximió;-1;
eximir;-1;
eximires;-1;
eximo;-1;
éxita;2;
éxitas;2;
éxito;2;
éxito de taquilla;3;
éxitos;2;
exitosa;3;
exitosas;3;
exitoso;3;
exitosos;3;
exonera;2;
exoneraba;2;
exonerada;2;
exoneradas;2;
exonerado;2;
exonerados;2;
exoneramos;2;
exoneran;2;
exoneranda;2;
exonerandas;2;
exonerando;2;
exonerandos;2;
exonerar;2;
exonerares;2;
exoneras;2;
exoneré;2;
exonero;2;
exoneró;2;
exoneros;2;
expande;1;
expandemos;1;
expanden;1;
expander;1;
expandes;1;
expandí;1;
expandía;1;
expandida;1;
expandidas;1;
expandido;1;
expandidos;1;
expandiendo;1;
expandió;1;
expandir;1;
expandires;1;
expando;1;
exploits;-2;
exploitses;-2;
exploración;1;
exploraciones;1;
exploraciónes;1;
exploracioneses;1;
explota;-2;
explotaba;-2;
explotada;-2;
explotadas;-2;
explotado;-2;
explotados;-2;
explotamos;-2;
explotan;-2;
explotanda;-2;
explotandas;-2;
explotando;-2;
explotandos;-2;
explotar;-2;
explotares;-2;
explotas;-2;
exploté;-2;
exploto;-2;
explotó;-2;
expone;-1;
exponemos;-1;
exponen;-1;
exponer;-1;
exponeres;-1;
expones;-1;
exponí;-1;
exponía;-1;
exponida;-1;
exponidas;-1;
exponido;-1;
exponidos;-1;
exponiendo;-1;
exponió;-1;
exponir;-1;
expono;-1;
exposición;-1;
exposiciónes;-1;
expuesta;-1;
expuestas;-1;
expuesto;-1;
expuestos;-1;
expulsa;-2;
expulsaba;-2;
expulsada;-2;
expulsadas;-2;
expulsado;-2;
expulsados;-2;
expulsamos;-2;
expulsan;-2;
expulsanda;-2;
expulsandas;-2;
expulsando;-2;
expulsandos;-2;
expulsar;-2;
expulsares;-2;
expulsas;-2;
expulsé;-2;
expulso;-2;
expulsó;-2;
expulsos;-2;
extasia;3;
extasiaba;3;
extasiada;3;
extasiadas;3;
extasiado;3;
extasiados;3;
extasiamos;3;
extasian;3;
extasiando;3;
extasiar;3;
extasiares;3;
extasias;3;
extasié;3;
extasio;3;
extasió;3;
éxtasis;2;
éxtasises;2;
extática;4;
extáticas;4;
extático;4;
extáticos;4;
extraña;-2;
extrañamente;-1;
extrañamentes;-1;
extrañas;-2;
extraño;-2;
extraños;-2;
exuberante;4;
exuberantes;4;
exultante;3;
exultantes;3;
fabulosa;4;
fabulosas;4;
fabuloso;4;
fabulosos;4;
fácil;1;
fáciles;1;
facilita;2;
facilitaba;2;
facilitada;2;
facilitadas;2;
facilitado;2;
facilitados;2;
facilitamos;2;
facilitan;2;
facilitando;2;
facilitar;2;
facilitares;2;
facilitas;2;
facilité;2;
facilito;2;
facilitó;2;
factores de estrés;-2;
faggots;-3;
faggotses;-3;
falla;-2;
fallaba;-2;
fallada;-2;
falladas;-2;
fallado;-2;
fallados;-2;
fallamos;-2;
fallan;-2;
fallando;-2;
fallar;-2;
fallares;-2;
fallas;-2;
fallé;-2;
fallo;-2;
falló;-2;
fallos;-2;
falsa;-2;
falsas;-2;
falsifica;-3;
falsificaba;-3;
falsificación;-3;
falsificaciones;-3;
falsificaciónes;-3;
falsificacioneses;-3;
falsificada;-3;
falsificadas;-3;
falsificado;-3;
falsificados;-3;
falsificamos;-3;
falsifican;-3;
falsificando;-3;
falsificar;-3;
falsificares;-3;
falsificas;-3;
falsificé;-3;
falsifico;-3;
falsificó;-3;
falso;-2;
falsos;-2;
falta de respeto;-2;
fama;1;
famas;1;
famélica;-2;
famélicas;-2;
famélico;-2;
famélicos;-2;
famo;1;
famos;1;
fanática;-2;
fanáticas;-2;
fanático;-2;
fanáticos;-2;
fanáticoses;-2;
fantasma;-1;
fantasmas;-1;
fantasmo;-1;
fantasmos;-1;
fantástica;4;
fantásticas;4;
fantástico;4;
fantásticos;4;
farsa;-1;
farsas;-1;
farso;-1;
farsos;-1;
fascina;3;
fascinaba;3;
fascinada;3;
fascinadas;3;
fascinado;3;
fascinados;3;
fascinamos;3;
fascinan;3;
fascinando;3;
fascinante;3;
fascinantes;3;
fascinar;3;
fascinares;3;
fascinas;3;
fasciné;3;
fascino;3;
fascinó;3;
fascinos;3;
fascista;-2;
fascistas;-2;
fascistases;-2;
fascisto;-2;
fascistos;-2;
fastidiosa;-2;
fastidiosas;-2;
fastidioso;-2;
fastidiosos;-2;
fatalidad;-3;
fatalidades;-3;
fatiga;-2;
fatigaba;-2;
fatigada;-2;
fatigadas;-2;
fatigado;-2;
fatigados;-2;
fatigamos;-2;
fatigan;-2;
fatigando;-2;
fatigar;-2;
fatigas;-2;
fatigases;-2;
fatigé;-2;
fatigo;-2;
fatigó;-2;
fatigos;-2;
fatigosa;-2;
fatigosas;-2;
fatigoso;-2;
fatigosos;-2;
favor;2;
favorece;2;
favorecemos;2;
favorecen;2;
favorecer;2;
favoreces;2;
favorecí;2;
favorecía;2;
favorecida;2;
favorecidas;2;
favorecido;2;
favorecidos;2;
favoreciendo;2;
favoreció;2;
favorecir;2;
favoreco;2;
favores;2;
favoreses;2;
favorita;2;
favoritas;2;
favorito;2;
favoritos;2;
favoritoses;2;
fe;1;
fea;-3;
feas;-3;
felicidad;3;
felicidades;2;
felicidadeses;2;
felicita;2;
felicitaba;2;
felicitaciones;2;
felicitacioneses;2;
felicitada;2;
felicitadas;2;
felicitado;2;
felicitados;2;
felicitamos;2;
felicitan;2;
felicitando;2;
felicitar;2;
felicitares;2;
felicitas;2;
felicité;2;
felicito;2;
felicitó;2;
feliz;3;
felizes;3;
feo;-3;
feos;-3;
ferviente;2;
fervientes;2;
fervorosa;2;
fervorosas;2;
fervoroso;2;
fervorosos;2;
fes;1;
festiva;2;
festivas;2;
festivo;2;
festivos;2;
fiasca;-3;
fiascas;-3;
fiasco;-3;
fiascos;-3;
fiel;3;
fieles;3;
filtrada;-1;
filtradas;-1;
filtrado;-1;
filtrados;-1;
finge;-1;
fingemos;-1;
fingen;-1;
finger;-1;
finges;-1;
fingí;-1;
fingía;-1;
fingida;-1;
fingidas;-1;
fingido;-1;
fingidos;-1;
fingiendo;-1;
fingió;-1;
fingir;-1;
fingires;-1;
fingo;-1;
firme;2;
firmes;2;
flop;-2;
flopes;-2;
fóbica;-2;
fóbicas;-2;
fóbico;-2;
fóbicos;-2;
follada;-4;
folladas;-4;
follado;-4;
follados;-4;
fortalece;2;
fortalecemos;2;
fortalecen;2;
fortalecer;2;
fortaleceres;2;
fortaleces;2;
fortalecí;2;
fortalecía;2;
fortalecida;2;
fortalecidas;2;
fortalecido;2;
fortalecidos;2;
fortaleciendo;2;
fortalecimienta;2;
fortalecimientas;2;
fortalecimiento;2;
fortalecimientos;2;
fortaleció;2;
fortalecir;2;
fortaleco;2;
fortalezca;2;
fortalezco;2;
fortifica;2;
fortificaba;2;
fortificada;2;
fortificadas;2;
fortificado;2;
fortificados;2;
fortificamos;2;
fortifican;2;
fortificando;2;
fortificar;2;
fortificas;2;
fortificé;2;
fortifico;2;
fortificó;2;
forza;-1;
forzaba;-1;
forzada;-1;
forzadas;-1;
forzado;-1;
forzados;-1;
forzamos;-1;
forzan;-1;
forzando;-1;
forzar;-1;
forzas;-1;
forzé;-1;
forzo;-1;
forzó;-1;
fracasa;-2;
fracasas;-2;
fracaso;-2;
fracasos;-2;
fracasoses;-2;
frase;-2;
frases;-2;
fraseses;-2;
fraude;-4;
fraudes;-4;
fraudeses;-4;
fraudulenta;-4;
fraudulentas;-4;
fraudulento;-4;
fraudulentos;-4;
frenesí;-3;
frenética;-1;
frenéticas;-1;
frenético;-1;
frenéticos;-1;
fresca;1;
frescas;1;
Fresco;1;
frescos;1;
frikin;-2;
frikines;-2;
frotis;-2;
frotises;-2;
frustra;-2;
frustraba;-2;
frustración;-2;
frustraciónes;-2;
frustrada;-2;
frustradas;-2;
frustrado;-2;
frustrados;-2;
frustramos;-2;
frustran;-2;
frustrando;-2;
frustrante;-2;
frustrantes;-2;
frustrar;-2;
frustrares;-2;
frustras;-2;
frustré;-2;
frustro;-2;
frustró;-2;
frustros;-2;
ftw;3;
ftwes;3;
Fuckface;-4;
fuckfaces;-4;
fuckhead;-4;
fuckheades;-4;
fucktard;-4;
fucktardes;-4;
FUD;-3;
fudes;-3;
fuega;-2;
fuegas;-2;
fuego;-2;
fuegos;-2;
fuerte;2;
fuertes;2;
fuerza;2;
fuerzas;2;
fuerzo;2;
fuerzos;2;
fuga;-1;
fugas;-1;
fugo;-1;
fugos;-1;
fuked;-4;
fukedes;-4;
fuking;-4;
fukinges;-4;
fumante;-2;
fumantes;-2;
funeral;-1;
funerales;-1;
funeraleses;-1;
furiosa;-3;
furiosas;-3;
furioso;-3;
furiosos;-3;
furtiva;-1;
furtivas;-1;
furtivo;-1;
furtivos;-1;
fútil;2;
fútiles;2;
galante;3;
galantería;3;
galanterías;3;
galanterío;3;
galanteríos;3;
galantes;3;
galardona;3;
galardonaba;3;
galardonada;3;
galardonadas;3;
galardonado;3;
galardonados;3;
galardonamos;3;
galardonan;3;
galardonando;3;
galardonar;3;
galardonas;3;
galardoné;3;
galardono;3;
galardonó;3;
gallardamente;3;
gallardamentes;3;
gamberra;-2;
gamberras;-2;
gamberrisma;-2;
gamberrismas;-2;
gamberrismo;-2;
gamberrismos;-2;
gamberro;-2;
gamberros;-2;
gana;2;
ganaba;2;
ganada;2;
ganadas;2;
ganado;2;
ganador;4;
ganadores;4;
ganados;2;
ganamos;2;
ganan;2;
ganancia;2;
ganancias;2;
gananciases;2;
ganancio;2;
ganancios;2;
gananda;2;
ganandas;2;
ganando;2;
ganandos;2;
ganar;4;
ganares;4;
ganas;2;
gané;2;
gano;2;
ganó;2;
garantía;1;
garantías;1;
garantío;1;
garantíos;1;
geme;-2;
gememos;-2;
gemen;-2;
gemer;-2;
gemes;-2;
gemí;-2;
gemía;-2;
gemías;-2;
gemida;-2;
gemidas;-2;
gemido;-2;
gemidos;-2;
gemidoses;-2;
gemiendo;-2;
gemió;-2;
gemío;-2;
gemíos;-2;
gemir;-2;
gemo;-2;
generosa;2;
generosas;2;
generoso;2;
generosos;2;
genial;3;
geniales;3;
gilipollas;-4;
gilipollases;-4;
glamour;3;
glamoures;3;
gloria;2;
glorias;2;
glorio;2;
glorios;2;
gloriosa;2;
gloriosas;2;
glorioso;2;
gloriosos;2;
golpe;-2;
golpea;-1;
golpeaba;-1;
golpeada;-1;
golpeadas;-1;
golpeado;-1;
golpeados;-1;
golpeamos;-1;
golpean;-1;
golpeando;-1;
golpear;-1;
golpeas;-1;
golpeé;-1;
golpeo;-1;
golpeó;-1;
golpes;-2;
gorrón;-2;
gorrónes;-2;
gracia;1;
gracias;2;
graciases;2;
gracio;1;
gracios;1;
graciosa;4;
graciosas;4;
gracioso;4;
graciosos;4;
grande;1;
grandes;1;
grandiosa;3;
grandiosas;3;
grandioso;3;
grandiosos;3;
graniza;2;
granizaba;2;
granizada;2;
granizadas;2;
granizado;2;
granizados;2;
granizamos;2;
granizan;2;
granizando;2;
granizar;2;
granizas;2;
granizé;2;
granizo;2;
granizó;2;
granizos;2;
gratificación;2;
gratificaciónes;2;
gratificante;2;
gratificantes;2;
gratis;1;
gratises;1;
grave;-2;
graves;-2;
greenwashe;-3;
greenwashemos;-3;
greenwashen;-3;
greenwasher;-3;
greenwasheres;-3;
greenwashers;-3;
greenwasherses;-3;
greenwashes;-3;
greenwashí;-3;
greenwashía;-3;
greenwashida;-3;
greenwashidas;-3;
greenwashido;-3;
greenwashidos;-3;
greenwashiendo;-3;
greenwashió;-3;
greenwashir;-3;
greenwasho;-3;
gripe;-2;
gripes;-2;
gris;-1;
grises;-1;
grita;-2;
gritaba;-2;
gritada;-2;
gritadas;-2;
gritado;-2;
gritados;-2;
gritamos;-2;
gritan;-2;
gritanda;-2;
gritandas;-2;
gritando;-2;
gritandos;-2;
gritar;-2;
gritares;-2;
gritas;-2;
grité;-2;
grito;-2;
gritó;-2;
gritos;-2;
guarida;-1;
guaridas;-1;
guarido;-1;
guaridos;-1;
Guau;4;
guay;1;
guayes;1;
guerra;-2;
guerras;-2;
guerro;-2;
guerros;-2;
gustó;2;
gustos;2;
gustoses;2;
ha fallado;-2;
hábil;2;
hábiles;2;
habilidades;2;
habilidadeses;2;
hacer daño;-2;
hacer descarrilar;-2;
hacha;-1;
hachas;-1;
hacho;-1;
hachos;-1;
hackea;-1;
hackeaba;-1;
hackeada;-1;
hackeadas;-1;
hackeado;-1;
hackeados;-1;
hackeamos;-1;
hackean;-1;
hackeando;-1;
hackear;-1;
hackeas;-1;
hackeé;-1;
hackeo;-1;
hackeó;-1;
hahahah;3;
hahahahes;3;
hambre;-2;
hambres;-2;
harta;-3;
hartas;-3;
harto;-3;
hartos;-3;
here;-2;
heremos;-2;
heren;-2;
herer;-2;
heres;-2;
herí;-2;
hería;-2;
herida;-2;
heridas;-2;
herido;-2;
heridos;-2;
heriendo;-2;
herió;-2;
herir;-2;
herires;-2;
hermosa;3;
hermosamente;3;
hermosamentes;3;
hermosas;3;
hermoso;3;
hermosos;3;
hero;-2;
héroe;2;
héroes;2;
héroeses;2;
heroica;3;
heroicas;3;
heroico;3;
heroicos;3;
hijo de puta;-5;
hijos de puta;-4;
hipócrita;-2;
hipócritas;-2;
hipócrito;-2;
hipócritos;-2;
histeria;-3;
histerias;-3;
histérica;-3;
histéricas;-3;
histérico;-3;
histéricos;-3;
histerio;-3;
histerios;-3;
histerisma;-3;
histerismas;-3;
histerismo;-3;
histerismos;-3;
homenaje;2;
homenajes;2;
honesta;2;
honestas;2;
honesto;2;
honestos;2;
honor;2;
honores;2;
honra;2;
honraba;2;
honrada;2;
honradas;2;
honrado;2;
honrados;2;
honramos;2;
honran;2;
honrando;2;
honrar;2;
honras;2;
honré;2;
honro;2;
honró;2;
hooligans;-2;
hooliganses;-2;
horrenda;-3;
horrendas;-3;
horrendo;-3;
horrendos;-3;
horrible;-3;
horribles;-3;
horroriza;-3;
horrorizaba;-3;
horrorizada;-3;
horrorizadas;-3;
horrorizado;-3;
horrorizados;-3;
horrorizamos;-3;
horrorizan;-3;
horrorizando;-3;
horrorizar;-3;
horrorizas;-3;
horrorizé;-3;
horrorizo;-3;
horrorizó;-3;
hosca;-2;
hoscas;-2;
hosco;-2;
hoscos;-2;
hostil;-2;
hostiles;-2;
Huelga;-1;
huelgas;-1;
huelgases;-1;
huelgo;-1;
huelgos;-1;
humerous;3;
humerouses;3;
humilla;-3;
humillaba;-3;
humillación;-3;
humillaciónes;-3;
humillada;-3;
humilladas;-3;
humillado;-3;
humillados;-3;
humillamos;-3;
humillan;-3;
humillando;-3;
humillar;-3;
humillas;-3;
humillé;-3;
humillo;-3;
humilló;-3;
humor;2;
humores;2;
humorística;2;
humorísticas;2;
humorístico;2;
humorísticos;2;
Hurra;5;
hurras;5;
hurro;5;
hurros;5;
huye;-1;
huyes;-1;
idiota;-3;
idiotas;-3;
idioto;-3;
idiotos;-3;
ignora;-1;
ignoraba;-2;
ignorada;-2;
ignoradas;-2;
ignorado;-2;
ignorados;-2;
ignoramos;-2;
ignoran;-2;
ignorancia;-2;
ignorancias;-2;
ignorancio;-2;
ignorancios;-2;
ignorando;-2;
ignorante;-2;
ignorantes;-2;
ignorar;-1;
ignorares;-1;
ignoras;-1;
ignoré;-2;
ignoro;-1;
ignoró;-2;
ignoros;-1;
ilegal;-3;
ilegales;-3;
Ilumina;2;
iluminaba;2;
iluminada;2;
iluminadas;2;
iluminado;2;
iluminados;2;
iluminamos;2;
iluminan;2;
iluminando;2;
iluminar;2;
iluminares;2;
iluminas;2;
iluminé;2;
ilumino;2;
iluminó;2;
iluminos;2;
ilustra;2;
ilustraba;2;
ilustrada;2;
ilustradas;2;
ilustrado;2;
ilustrados;2;
ilustramos;2;
ilustran;2;
ilustrando;2;
ilustrar;2;
ilustras;2;
ilustré;2;
ilustro;2;
ilustró;2;
imbécil;-3;
imbéciles;-3;
impa;-2;
impaba;-2;
impaciente;-2;
impacientes;-2;
impada;-2;
impadas;-2;
impado;-2;
impados;-2;
impamos;-2;
impan;-2;
impando;-2;
impar;-2;
Imparable;2;
imparables;2;
imparcial;2;
imparciales;2;
impares;-2;
impas;-2;
impé;-2;
impede;-1;
impedemos;-1;
impeden;-1;
impeder;-1;
impedes;-1;
impedí;-1;
impedía;-1;
impedida;-1;
impedidas;-1;
impedido;-1;
impedidos;-1;
impediendo;-1;
impedió;-1;
impedir;-1;
impedo;-1;
imperfecta;-2;
imperfectas;-2;
imperfecto;-2;
imperfectos;-2;
impermeable;2;
impermeables;2;
implacable;-1;
implacables;-1;
impo;-2;
impó;-2;
impone;-1;
imponemos;-1;
imponen;-1;
imponente;-1;
imponentes;-1;
imponer;-1;
imponeres;-1;
impones;-1;
imponí;-1;
imponía;-1;
imponida;-1;
imponidas;-1;
imponido;-1;
imponidos;-1;
imponiendo;-1;
imponió;-1;
imponir;-1;
impono;-1;
importa;1;
importaba;1;
importada;1;
importadas;1;
importado;1;
importados;1;
importamos;1;
importan;1;
importancia;2;
importancias;2;
importancio;2;
importancios;2;
importando;1;
importante;2;
importantes;2;
importar;1;
importares;1;
importas;1;
importé;1;
importo;1;
importó;1;
impotente;-2;
impotentes;-2;
impresiona;3;
impresionaba;3;
impresionada;3;
impresionadas;3;
impresionado;3;
impresionados;3;
impresionamos;3;
impresionan;3;
impresionando;3;
impresionante;3;
impresionantes;3;
impresionar;3;
impresionares;3;
impresionas;3;
impresioné;3;
impresiono;3;
impresionó;3;
impresionos;3;
impuesta;-1;
impuestas;-1;
impuesto;-1;
impuestos;-1;
impulsa;1;
impulsaba;1;
impulsada;1;
impulsadas;1;
impulsado;1;
impulsados;1;
impulsamos;1;
impulsan;1;
impulsando;1;
impulsar;1;
impulsares;1;
impulsas;1;
impulsé;1;
impulso;1;
impulsó;1;
inacción;-2;
inacciónes;-2;
inaceptable;-2;
inaceptables;-2;
inadecua;-2;
inadecuaba;-2;
inadecuada;-2;
inadecuadas;-2;
inadecuado;-2;
inadecuados;-2;
inadecuamos;-2;
inadecuan;-2;
inadecuando;-2;
inadecuar;-2;
inadecuas;-2;
inadecué;-2;
inadecuo;-2;
inadecuó;-2;
incapacidad;-2;
incapacidades;-2;
incapacita;-2;
incapacitaba;-2;
incapacitada;-2;
incapacitadas;-2;
incapacitado;-2;
incapacitados;-2;
incapacitamos;-2;
incapacitan;-2;
incapacitando;-2;
incapacitante;-1;
incapacitantes;-1;
incapacitar;-2;
incapacitas;-2;
incapacité;-2;
incapacito;-2;
incapacitó;-2;
incapaz;-2;
incapazes;-2;
incierta;-1;
inciertas;-1;
incierto;-1;
inciertos;-1;
incómoda;-2;
incómodas;-2;
incómodo;-2;
incómodos;-2;
incompetencia;-2;
incompetencias;-2;
incompetencio;-2;
incompetencios;-2;
incompetente;-2;
incompetentes;-2;
incomprende;-2;
incomprendemos;-2;
incomprenden;-2;
incomprender;-2;
incomprendes;-2;
incomprendí;-2;
incomprendía;-2;
incomprendida;-2;
incomprendidas;-2;
incomprendido;-2;
incomprendidos;-2;
incomprendiendo;-2;
incomprendió;-2;
incomprendir;-2;
incomprendo;-2;
inconexa;-2;
inconexas;-2;
inconexo;-2;
inconexos;-2;
inconfirma;-1;
inconfirmaba;-1;
inconfirmada;-1;
inconfirmadas;-1;
inconfirmado;-1;
inconfirmados;-1;
inconfirmamos;-1;
inconfirman;-1;
inconfirmando;-1;
inconfirmar;-1;
inconfirmas;-1;
inconfirmé;-1;
inconfirmo;-1;
inconfirmó;-1;
inconsciente;-2;
inconscientes;-2;
inconveniencia;-2;
inconveniencias;-2;
inconveniencio;-2;
inconveniencios;-2;
inconveniente;-2;
inconvenientes;-2;
incorrecta;-2;
incorrectas;-2;
incorrecto;-2;
incorrectos;-2;
incrédula;-1;
incrédulas;-1;
incrédulo;-1;
incrédulos;-1;
increíble;4;
increíbles;4;
incrementa;1;
incrementaba;1;
incrementada;1;
incrementadas;1;
incrementado;1;
incrementados;1;
incrementamos;1;
incrementan;1;
incrementando;1;
incrementar;1;
incrementares;1;
incrementas;1;
incrementé;1;
incremento;1;
incrementó;1;
incumplida;-2;
incumplidas;-2;
incumplido;-2;
incumplidos;-2;
indecisa;-2;
indecisas;-2;
indeciso;-2;
indecisos;-2;
indefensa;-2;
indefensas;-2;
indefenso;-2;
indefensos;-2;
indeseable;-2;
indeseables;-2;
indestructible;2;
indestructibles;2;
indiferencia;-2;
indiferencias;-2;
indiferencio;-2;
indiferencios;-2;
indiferente;-2;
indiferentes;-2;
indigna;-2;
indignaba;-2;
indignación;-2;
indignaciónes;-2;
indignada;-2;
indignadas;-2;
indignado;-2;
indignados;-3;
indignadoses;-3;
indignamos;-2;
indignan;-2;
indignando;-2;
indignar;-2;
indignas;-2;
indigné;-2;
indigno;-2;
indignó;-2;
indigno de;-2;
indulgente;1;
indulgentes;1;
indultos;2;
indultoses;2;
ineficaz;-2;
ineficazes;-2;
ineficazmente;-2;
ineficazmentes;-2;
inestable;-1;
inestables;-1;
infantil;-2;
infantiles;-2;
infatuación;2;
infatuaciónes;2;
infecta;-2;
infectaba;-2;
infectada;-2;
infectadas;-2;
infectado;-2;
infectados;-2;
infectamos;-2;
infectan;-2;
infectando;-2;
infectar;-2;
infectas;-2;
infecté;-2;
infecto;-2;
infectó;-2;
infeliz;-2;
infelizes;-2;
inferior;-2;
inferiores;-2;
infierna;-4;
infiernas;-4;
infierno;-4;
infiernos;-4;
influyente;2;
influyentes;2;
información errónea;-2;
infortunia;-2;
infortunias;-2;
infortunio;-2;
infortunios;-2;
infracción;-2;
infracciónes;-2;
infractor;-2;
infractores;-2;
ingenua;-2;
ingenuas;-2;
ingenuo;-2;
ingenuos;-2;
inhibe;-1;
inhibemos;-1;
inhiben;-1;
inhiber;-1;
inhibes;-1;
inhibí;-1;
inhibía;-1;
inhibida;-1;
inhibidas;-1;
inhibido;-1;
inhibidos;-1;
inhibiendo;-1;
inhibió;-1;
inhibir;-1;
inhibires;-1;
inhibo;-1;
injusta;-2;
injustas;-2;
injusticia;-2;
injusticias;-2;
injusticio;-2;
injusticios;-2;
injusto;-2;
injustos;-2;
inmortal;2;
inmortales;2;
inmoviliza;-1;
inmovilizaba;-1;
inmovilizada;-1;
inmovilizadas;-1;
inmovilizado;-1;
inmovilizados;-1;
inmovilizamos;-1;
inmovilizan;-1;
inmovilizando;-1;
inmovilizar;-1;
inmovilizas;-1;
inmovilizé;-1;
inmovilizo;-1;
inmovilizó;-1;
inmune;1;
inmunes;1;
innova;1;
innovaba;1;
innovación;1;
innovaciónes;1;
innovada;1;
innovadas;1;
innovado;1;
innovador;2;
innovadores;2;
innovados;1;
innovamos;1;
innovan;1;
innovando;1;
innovar;1;
innovares;1;
innovas;1;
innové;1;
innovo;1;
innovó;1;
innovos;1;
inquieta;-2;
inquietas;-2;
inquieto;-2;
inquietos;-2;
inquisición;-2;
inquisiciónes;-2;
inquisitiva;2;
inquisitivas;2;
inquisitivo;2;
inquisitivos;2;
insalubre;-2;
insalubres;-2;
insana;-2;
insanas;-2;
insano;-2;
insanos;-2;
insatisfecha;-2;
insatisfechas;-2;
insatisfecho;-2;
insatisfechos;-2;
insegura;-1;
inseguras;-1;
inseguro;-1;
inseguros;-1;
insensibilidad;-2;
insensibilidades;-2;
insensible;-2;
insensibles;-2;
insignificante;-2;
insignificantes;-2;
insípe;-2;
insípemos;-2;
insípen;-2;
insíper;-2;
insípes;-2;
insípí;-2;
insípía;-2;
insípida;-2;
insípidas;-2;
insípido;-2;
insípidos;-2;
insípiendo;-2;
insípió;-2;
insípir;-2;
insípo;-2;
insistente;-1;
insistentes;-1;
insomnia;-2;
insomnias;-2;
insomnio;-2;
insomnios;-2;
inspira;2;
inspiraba;2;
inspiración;2;
inspiraciónes;2;
inspirada;2;
inspiradas;2;
Inspirado;2;
inspirador;3;
inspiradores;3;
inspirados;2;
inspiramos;2;
inspiran;2;
inspirando;2;
inspirar;2;
inspirares;2;
inspiras;2;
inspiré;2;
inspiro;2;
inspiró;2;
inspiros;2;
insulta;-2;
insultaba;-2;
insultada;-2;
insultadas;-2;
insultado;-2;
insultados;-2;
insultamos;-2;
insultan;-2;
insultando;-2;
insultante;-2;
insultantes;-2;
insultar;-2;
insultas;-2;
insulté;-2;
insulto;-2;
insultó;-2;
insultos;-2;
insultoses;-2;
intacta;2;
intactas;2;
intacto;2;
intactos;2;
integridad;2;
integridades;2;
inteligente;2;
inteligentes;2;
intensa;1;
intensas;1;
intenso;1;
intensos;1;
interesa;2;
interesaba;2;
interesada;2;
interesadas;2;
interesado;2;
interesados;2;
interesamos;2;
interesan;2;
interesando;2;
interesante;2;
interesantes;2;
interesar;1;
interesares;1;
interesas;2;
interesé;2;
intereses;1;
intereseses;1;
intereso;2;
interesó;2;
interroga;-2;
interrogaba;-2;
interrogada;-2;
interrogadas;-2;
interrogado;-2;
interrogados;-2;
interrogamos;-2;
interrogan;-2;
interrogando;-2;
interrogar;-2;
interrogas;-2;
interrogatoria;-1;
interrogatorias;-1;
interrogatorio;-1;
interrogatorios;-1;
interrogé;-2;
interrogo;-2;
interrogó;-2;
interrumpe;-2;
interrumpemos;-2;
interrumpen;-2;
interrumper;-2;
interrumpes;-2;
interrumpí;-2;
interrumpía;-2;
interrumpida;-2;
interrumpidas;-2;
interrumpido;-2;
interrumpidos;-2;
interrumpienda;-2;
interrumpiendas;-2;
interrumpiendo;-2;
interrumpiendos;-2;
interrumpió;-2;
interrumpir;-2;
interrumpires;-2;
interrumpo;-2;
interrupción;-2;
interrupciones;-2;
interrupciónes;-2;
interrupcioneses;-2;
intimida;-2;
intimidaba;-2;
intimidación;-2;
intimidaciónes;-2;
intimidada;-2;
intimidadas;-2;
intimidado;-2;
intimidados;-2;
intimidamos;-2;
intimidan;-2;
intimidando;-2;
intimidante;-2;
intimidantes;-2;
intimidar;-2;
intimidares;-2;
intimidas;-2;
intimidé;-2;
intimido;-2;
intimidó;-2;
intimidos;-2;
intitula;1;
intitulaba;1;
intitulada;1;
intituladas;1;
intitulado;1;
intitulados;1;
intitulamos;1;
intitulan;1;
intitulando;1;
intitular;1;
intitulas;1;
intitulé;1;
intitulo;1;
intituló;1;
intrépe;2;
intrépemos;2;
intrépen;2;
intréper;2;
intrépes;2;
intrépí;2;
intrépía;2;
intrépida;2;
intrépidas;2;
intrépido;2;
intrépidos;2;
intrépiendo;2;
intrépió;2;
intrépir;2;
intrépo;2;
intrigas;1;
intrigases;1;
intrinca;2;
intrincaba;2;
intrincada;2;
intrincadas;2;
intrincado;2;
intrincados;2;
intrincamos;2;
intrincan;2;
intrincando;2;
intrincar;2;
intrincas;2;
intrincé;2;
intrinco;2;
intrincó;2;
inútil;-2;
inútiles;-2;
inutilidad;-2;
inutilidades;-2;
invencible;2;
invencibles;2;
invitación;1;
invitaciónes;1;
invulnerable;2;
invulnerables;2;
ironía;-1;
ironías;-1;
irónica;-1;
irónicas;-1;
irónico;-1;
irónicos;-1;
ironío;-1;
ironíos;-1;
irracional;-1;
irracionales;-1;
irresistible;2;
irresistibles;2;
irresoluta;-2;
irresolutas;-2;
irresoluto;-2;
irresolutos;-2;
irresponsable;2;
irresponsables;2;
irreversible;-1;
irreversibles;-1;
irrita;-2;
irritaba;-2;
irritada;-2;
irritadas;-2;
irritado;-2;
irritados;-2;
irritamos;-2;
irritan;-2;
irritando;-2;
irritante;-3;
irritantes;-3;
irritar;-3;
irritares;-3;
irritas;-2;
irrité;-2;
irrito;-2;
irritó;-2;
jackasses;-4;
jackasseses;-4;
jactanciosa;-2;
jactanciosas;-2;
jactancioso;-2;
jactanciosos;-2;
jaja;3;
jajaja;3;
jajajas;3;
jajajo;3;
jajajos;3;
jajas;3;
jajo;3;
jajos;3;
Jesús;1;
