titulo,estilo,artista,id,estrofa
Yoli,rock,Babasnicos,id_1934,"Casi nada en ella es natural
Todo artificio engaña
Casi nada en ella es natural
Todo artificio engaña
Casi nada en ella es natural
Todo artificio engaña
Casi nada en ella es natural
Todo artificio engaña"
DJ No Pare Remix,pop,Justin Quiles,id_1935,"Que se reporten todas las mujeres soltera'
Que sin freno van a janguear
Salí matando con la combi', taco' y cartera
Si se te olvido, soy la criminal (Yah)
Ponte, dale ponte, nene, que mi jumper a ti te tiene mal
Ponte, dale ponte, que este booty rompe, no vaya a lucir mal"
Tu ganas,pop,Jos Jos,id_1938,"Tú ganas
Amor me rindo del todo
Habrá de ser a tu modo
No pidas más ya de mí
Tú ganas
No abuses de que te amo
Amor no me hagas más daño
¿Cómo puedes ser así?"
Canción Suave Despecho Nº2,pop,Caramelos de Cianuro,id_1946,"Y nunca pienses que perdimos nuestro tiempo
Sigues siendo lo que mueve mi universo
Sabes que es inútil resistirnos
A un destino compartido
Estando juntos no hay eternidad"
Velatorio,rap,ZPU,id_1947,"Dicen tantas cosas que no sé quién fue
Dicen que nos mira desde arriba que aún nos acompaña
Dicen que le extrañan
Cuentan que su mente navegó en un mar de quizás
Dicen que su corazón latió hecho trizas
Mientras velan sus cenizas"
El Amor De Mi Tierra,pop,Carlos Vives,id_1949,"Para adorarte con esa locura
Que solo tiene el amor de mi tierra
Para adorarte con esa locura
Que solo tiene el amor de mi tierra
Voy a regalarte en un beso la Luna
Voy a acariciarte bajo en frío de la sierra
Voy a regalarte en un beso la Luna
Voy a acariciarte bajo en frío de la sierra"
Quienes Son Ustedes,rap,Eladio Carrin,id_1955,"Yeah
Pa' lo' maestro' que dijeron que no iba a ser na'
'Toy tira'o pa’trás haciendo chavos sin hacer na'
Solo quiero saber de progreso, dinero y más na'
Hay muchos puercos, solamente confío en mi mamá"
En la Cama,pop,Nicky Jam,id_1957,"Dime en la cama todo lo que quieres
Yo me meto contigo donde sea
No me importa la misión que me tiren
Quiero verte sudando como quiera
Dime en la cama todo lo que quieres
Yo me meto contigo donde sea
No me importa la misión que me tiren
Quiero verte sudando como quiera"
Vamos En Un Viaje,pop,Arcngel,id_1959,"Ven, vámonos de viaje
Te enseñaré paisajes
Prepara tu equipaje
Que esta noche obliga'o voy a hacer que te relajes
Y si te vas en mi viaje
Te va a gustar lo que traje
Prepara tu equipaje
Que esta noche te vas de mi slow"
Balada desesperada,rock,Mnica Naranjo,id_1963,"Un beso amargo de espina y llanto
Ten piedad de mí
Si no vas a sentir al menos déjame vivir
Un beso amargo, delirio en alto
¿Qué va a ser de mí si sólo sé cuidar de ti?
Que algo de luz me alumbre la razón"
Chocolate,pop,Maluma,id_1965,"Vengo desde la una
Saliste como ninguna
Solo estamo' lo' do'
Y en realidad, somo' tre', contando la luna
Si pudiera darle cuatro likes a toa' tu’ foto’
Sin compromiso, yo te bajo el cielo aúnque 'té roto, roto"
Fuera de Lo Normal,pop,Lyanno,id_1970,"Hoy lo' vamo' a hacer (No), pero sin parar (Yeah)
Vo'a llegar a tu interior y ponerte a temblar (Oh)
Ponte lo que quiera', que yo te lo vo'a quitar (Oh)
Contigo lo' polvo' son fuera de lo normal
Hoy vamo' a prender (No) y no lo vamo' a apagar (Ah-ah-ah)
Dile que ere' mía y nunca te va' a quitar (No)
Un par de enviodoso' no' quieren ver mal (Yeah-yeah)
Contigo lo' polvo' son fuera de lo normal, yeah"
John Doe,rap,Anuel AA,id_1976,"Botellas negra', Hennessy
The better bitches wanna fuck with me (Wanna fuck with me)
Yo no soy De La Ghetto, pero tú no estás en na' (Tú no estás en na')
Doble M, Maybach Mafia, Maybach Música, ey
Los tecatos quieren droga, perico y crack (Crack)
Toa' estas putas quieren chingarse a la AA (A la AA)
¿Qué carajo' tú está' hablando? Mi vida es real (Mi vida es real)
Fantasmea' y los demonios van a trabajar, ey"
Mete y saca,pop,La Sonora Dinamita,id_1977,"Epa. El que quiera zarandear que se meta la cumbia a bailar
El que quiera zarandear que se meta la cumbia a bailar
El que quiera zarandear que se meta la cumbia a bailar
El que quiera zarandear que se meta la cumbia a bailar
Pero tiene que cantar"
La Pega Cuernos,pop,Jowell & Randy,id_1980,"A mí me las han pega'o, y yo también, ey
Cuerno' he cogío' como cien (Sí)
Pero que se joda, vivo contento (Fly), ey
La vida es solo un momento
Y hay que disfrutar, vamo' a perrear
Mami, tú 'tá suelta, vamo' a bellaquear (Jaja)
Shh, calla'o, que no se vayan a enterar (No, no)
Que esta noche te la vo'a enterrar"
Vikingo,pop,Thala,id_1984,"Cuida mi espalda como si fuera tuya
Cuida de mí que yo te cuido también
Como la guerra está mirando la luna
Harán canciones en tu nombre después
Una guerra en la que casi pierdo el alma
Esta batalla nunca voy a perder
Nos separaron, pero somos más fuertes
No te preocupes contemos hasta tres"
Gatos Oliva,pop,Rawayana,id_1985,"Que me saquen de esta tumba ya, que estoy descontento
Y ya no diferencio entre lo rápido y lo lento
Si quieres ayuda ven a ver que nadie te la ofrece
Este es mi mundo
Ahora que estás solo ya no te confías más en nadie
Te lo aseguro
Si quieres ayuda, si quieres ayuda"
Catorce de Febrero,pop,Eslabon Armado,id_1988,"Un gallito prendimos, tú a mi lado estás mejor
Sin ti mi vida yo estoy bien solo
Y no es mentira que yo te adoro
Tus ojitos, hermosos, yo me pierdo en tus labios
Cuando caminas me pongo loco
Mi mundo gira, tú eres mi todo"
Carmín,pop,Romeo Santos,id_1991,"Me hundo en fantasías muy profundas
Le pinto un arcoíris y un jardín
En un circo de flores
Me inundo de emociones
Y mancha mi mejilla de carmín"
Oleré Y Oleré Y Oleré El UHU MTV Unplugged,rock,Molotov,id_1992,"Letra de ""Oleré Y Oleré Y Oleré EL UHU (MTV Unplugged)""
Verso 1:
Días de no rasurarme, de no bañarme
Días enteros de cama de no levantarme
Días en que hay que burlarse de los gendarmes
Que quieren arrestarme por emborracharme"
Enfermo,rap,Mala Rodrguez,id_1993,"Oye que fue, dime, dime, dime
Cuba, Mala parece que tú sabías…
Que yo estoy de psiquiatría
Quien te dijo, habla claro
Oye viniste a Puerto Rico pa decirme que yo estoy"
El Bacalao,pop,Julio Iglesias,id_1994,"Mira como me gusta
Como me gusta el bacalao mira
El bacalao con papas
Pero mira como me gusta
Como me gusta el bacalao mira
El bacalao con papas"
Retirada,pop,Javier Sols,id_1996,"Déjame algo de recuerdo
Una lágrima y un beso
Y un cachito de tu pelo
De mí no te lleves nada
Porque ya lo tienes todo
Yo soy tuyo solo tuyo"
Noches Pasadas,pop,J Balvin,id_1997,"Oh-oh-oh, oh-oh-oh
Como en noches pasadas
Yo era quién deseabas, eh-eh
Oh-oh-oh, oh-oh-oh
Como en noches pasadas, pasadas, pasadas, eh-eh"
Un poco más,pop,Jos Jos,id_2000,"Por qué te vas mi bien
Tan deprisa no gozas mi agonía
Si la noche se espera
Todo el día espera tú también
Al fin que ya te di
Mi cariño mi fe mi vida entera
Y si no te los llevas que me importa
Que se queden afuera"
Hija De Lilith,pop,Ismael Serrano,id_2001,"No te trajo a este mundo
La costilla de un hombre
No dio vida a tu barro
El aliento de dioses
Tú has nacido del vientre
De una mujer despierta
Que navega en el tiempo
Dando a luz primaveras"
Adiós,pop,Loco Escrito,id_2002,"Yo no sé cómo podía (Podía)
Creer que esto iba a funcionar
Mis amigos mal te caían (Caían)
Y no te quería mi mamá
Nunca fuiste aquella
A la que quise bajar las estrellas
Sin ti me siento mejor (Siento mejor)
Con mucho gusto te digo adiós"
Enchule,pop,Rauw Alejandro,id_2005,"(Dios mío, qué enchu-chu-le-le-e, yeah-yeah
Yo tengo un enchu-chu-le-le-e, yeah-yeah; Ra-Rauw)
No sé qué pasó
Que a mi boca le gustó cuando un beso te robó (Yeah)
Era solo un juego que de control se salió
La regla se rompió"
Payday,rap,Neutro Shorty,id_2006,"Después de tan-de tan-de tan-de tanto bregarlo (De tanto bregarlo)
OGs en la lleca-lleca, desde niños malos (Ey-ey)
Ella quiere que le meta-meta-meta el palo (Yeh, yeh)
Grande mi cubana, grande su culo, en grande fumamos (Yeh; yeh, yeh)
Después de tan-de tan-de tan-de tanto bregarlo (De tanto bregarlo)
OGs en la lleca-lleca, desde niños malos (Wuh-wuh)
Ella quiere que le meta-meta-meta el palo (Yeh)
Grande mi cubana, grande su culo, en grande fumamos (Yeh; uh)"
Como Nene Con La Glock,rap,Rochy RD,id_2007,"Ando como Nene, en la calle con la Glock (Con la Glock)
Carga' y no puedo decir que no
Yo fui que le dije, ni siquiera se clavó (Oye cómo e' que dice)
Carga', como Nene con la Glock (Candelier; ah)
Ando como Nene, en la calle con la Glock (Con la Glock)
Carga' y no puedo decir que no
Yo fui que le dije, ni siquiera se clavó (Jajaja)
Carga', como Nene con la Glock (Ah, ah)"
Snapchat,rb,J Balvin,id_2010,"Dime, mami, ¿dónde estás?
¿Dónde te puedo encontrar?
Dime, mami, ¿Dónde estás?
Tengo algo para darte
Fuiste la que me provocaste
Tengo ganas de tocarte
Baby, yo voy a buscarte"
Cuéntaselo a Otro,rap,Rels B,id_2014,"Cuéntaselo a otro
Que por mucho que me diga' sabes que no me lo voy a creer
Cuéntaselo a otro
No me cuelas tu mentira, tú no lleva' mejor vida que ayer
Cuéntaselo a otro
Que por mucho que me diga' sabes que no me lo voy a cre-e-er
Aún así esta noche será' mía hasta el amanecer
Voy a hacértelo como ello' no lo saben hacer, ma'"
JORDAN IV,pop,Feid,id_2017,"Baby (-by), hoy me puse fresco pa' ti
Compré unas Jordan Retro pa' ti
Te traje una bolsa con krippy
No le he da'o a otra, pero a ti sí
Baby, hoy me puse fresco pa' ti
Compré unas Jordan Retro pa' ti
Te traje una bolsa con krippy
No le he da'o a otra, pero a ti sí"
Si No Te Tengo A Ti,pop,Alvaro Soler,id_2020,"Una casa (Hey), en una isla
Eso no me ayuda a mí (A mí)
Diamantes (Hey), y cien coches
Si no te tengo a ti
Aviones (Hey), mansiones
Así no quiero vivir (Que va)
Una casa (Hey), en una isla
Si no te tengo a ti"
Arena y Sal,rap,HORUS  TIERRA,id_2021,"Mi plan de vida en el colegio
Dije que de grande quería ser rapero
Ya ven que lo decía en serio
No estoy persiguiendo esos premios (Hey)
Traduzco al humano promedio (Hey)
Vivir como dignos, criar a los niños
Y un día despertar del sueño (Hey)"
Panito Billete Original,rap,Malandro,id_2023,"Panito va a hacer que el billete llueva (Ajá, ajá)
El va a ser millonario, en serio, nena (En serio)
Se va a llenar de oro, hasta las muelas (Jajaja)
Pana, si te lo propones te llega (Llega)
Panito va a hacer que el billete llueva (Rain)
El va a ser exitoso, en serio, nena (En serio)
El no vino a hacer amistad ni escuela
El vino a hacerlo bien pa' contar crema (Wuh)"
En Brazos De La Fiebre,rock,Hroes Del Silencio,id_2026,"El paraíso deviene en infierno
Y luego se queja
Y sin que nadie se mueva
¿Quién lo arregla?
El paraíso deviene en infierno
Y luego se queja
Y sin que nadie se mueva
¿Quién lo arregla?"
Es Hora de Marchar,rock,Mgo de Oz,id_2029,"En gotas de alma voy
Navegando hacia el final
No dudes que al mirar
Hacia tu interior, me podrás hallar
Cuando tu tiempo se va
Es hora de marchar"
Camino Solo,rap,Big Soto,id_2031,"Sólo son pensamientos en mi mente viva
Que se plasman, y no se van con una brisa
Debes entender que no puedes ir por la vida
Regando penas y ni una sola sonrisa
Para cantar no es necesario ser cantante
Porque al cantar de color se cambia el matiz
Para poder vivir no es necesario acompañarte
Sólo hay que ser inteligente para poder ser feliz"
Ahumado,rap,Crneo,id_2038,"Penetraciones, pueden ser superficiales
O viajes altos en naves espaciales
Me debilito, como Dios y sus señales
Las mentiras van cargadas de verdades, lo sabes
No se te sube si de verdad lo vales
Los niños se pelean, como gallos en corrales
No les digas todo lo que sabes
O el día de mañana te cogerán las llaves"
Paperplanes,rap,Lasser,id_2039,"Volviste al chico transparente tan oscuro
Ya ni desayuno, me levanto y fumo
Todo el día en chándal, como un jubila'o
Rolli-rolling marihuano, bebiendo ColaCao
Volviste al chico transparente tan oscuro
Ya ni desayuno, me levanto y fumo
Todo el día en chándal, como un jubila'o
Rolling marihuano, bebiendo ColaCao"
Nos hizo falta tiempo,pop,Luis Miguel,id_2040,"Nos hizo falta tiempo
Nos comimos el tiempo
El beso que forjamos
Aquél vino que probamos
Se fue de nuestras manos"
BLOKE,pop,Daddy Yankee,id_2043,"Abusadora (Wuh), e' lo que ere' (¡Súbelo!)
Tú tiene' loco' a to' los hombre' y las mujere' (¡Mira el reloj!)
Llegó la hora (What time?), nadie se quede (¡Para el lomo!)
Porque esto sí se va a ir viral por toa' las rede'
Así vivimo' jangueando en el"
Yo Tengo Una Gata,pop,Zion & Lennox,id_2045,"Yo tengo una gata que me gusta
Es media masoquista y le gusta por detrás (Masoquismo)
De vez en cuando ella bebe
Pero cuando se pica a ella le gusta fumar (De vez en cuando)
Yo tengo una gata que me gusta
Es media masoquista y le gusta por detrás (Masoquismo)
De vez en cuando ella bebe
Pero cuando se pica a ella le gusta fumar"
Debajo del Mar,rock,Caf Tacvba,id_2052,"Yo le hablaba solo de ti
De tus perfumes de tus flores
Y ella me explico que
La eternidad eras tú
Eras tú"
Mi novia se me está poniendo vieja,pop,Ricardo Arjona,id_2054,"Ella es mi novia y no anda con chantajes
Ni pone reglas de fidelidad
Me ha alcahueteado a cada personaje
Sin importarle la exclusividad
Me quiere igual si voy de guerrillero
O gano el premio nobel de la paz
Le da igual si voy de último o primero
Si estoy de conformista o de tenaz"
Hermano Inventor,rap,Gata Cattana,id_2055,"Busco salida por tierra, por aire, por mar
Le he dicho que me haga una catapulta
Y un barco y también una nave espacial pa' darte una vuelta
¿Te acuerdas cuando estuvimos junticos en cada una de las revueltas?
Nosotros éramos mucho más de buscar
Las preguntas que de dar las respuestas
Déjalo ya..."
Asco Que Conmueve los Puntos Erógenos,rock,Omar Rodrguez-Lpez,id_2062,"Carne iluminada
La cizaña del idioma
Todo aquello que ya vi
Ya no es, o será
Qué lindo es fallar"
Los Años Luz,rap,Nach,id_2064,"Días para recordar, algo por lo que luchar
¿Qué tienes tú?
(This is rap for real, something you feel)
Sueños que nadie rompió
A solas un micro y yo
Los años luz...
(Sé que el hip-hop me eligió a mi)"
No Te Hagas Wuayio Remix,rap,Jory Boy,id_2069,"Mejor dime que me extrañas
Que estás loca de hacerlo conmigo
Baby, yo sé que tú me quieres
Pide que te la eche adentro el ombligo
Mejor dime que me extrañas
Que estás loca de hacerlo conmigo
Baby, yo sé que tú me quieres
Te pone bellaca al escuchar mi voz"
Hambre,rap,Almighty,id_2072,"En ninguno de ustedes creo
En ninguno de ustedes creo
En ninguno de ustedes creo
En ninguno de ustedes creo
En ninguno de ustedes creo
En ninguno de ustedes creo
En ninguno de ustedes creo (Oye, oye)
En ninguno de ustedes creo"
Yo y mi DJ Bonus Track,rap,Juaninacka,id_2075,"Yo y mi DJ, mi DJ y yo
El micro está en mi mano, su mano en el vinilo
Somos dos, lo básico, mi estilo es mágico
Sonando en plástico, haciendo los clásicos
Yo y mi DJ, mi DJ y yo
El micro está en mi mano, su mano en el vinilo
Somos dos, lo básico, mi estilo es mágico
Sonando en plástico, haciendo los clásicos"
El Jr.​,country,Natanael Cano,id_2082,"Carros y aviones son mi pasión
Soy fanático del beisbol
Los Tomateros, y a Dodger' le voy
La paso agusto con mis homeboy'
Y ni se diga con mis primos
Varias hazañas juntos hicimos"
Océano,pop,La Maravillosa Orquesta del Alcohol,id_2087,"Pero, ¿cómo calmar a la conciencia
Una vez que adquieres consciencia
De que la vida no es lo que veías en películas?
¡La vida no es lo que veías en películas!
Si no moliese cada hueso para echárselo
A los versos que me dejo
No podría hacerlo más
No debería hacerlo más"
Mírame Bien,pop,Julieta Venegas,id_2089,"Mírame, mírame, mírame igual
Haciendo algo como ver el sol caer, caer, caer conmigo
Oh-oh, oh-oh, oh, oh, oh
Mírame, mírame, mírame igual
Haciendo algo como ver el sol caer, caer, caer, caer, eh, eh
Eh-eh, eh, eh, eh, eh"
Por lo que reste de vida,pop,Thala,id_2093,"Por lo que reste de vida, yo me la paso contigo
Comiendo de tu boca el tiempo que me queda
Luchando contra el mundo y contra la marea
Por lo que reste de vida, yo me la paso contigo
Comiendo de tu boca el tiempo que me queda
Luchando contra el mundo y contra la marea
Por lo que reste de vida"
Ysya2020 Vol. 1 - Una de Dos,rap,YSY A,id_2102,"Puse los—, puse los dulce' en la mesa
Mi frase en su remera impresa
Mi flow levantando una empresa
Puse los—, ah, puse los dulce' en la mesa
Gimnasio dentro 'e mi cabeza
Levantando barras y pesas"
A Pedir Su Mano,pop,Juan Luis Guerra,id_2108,"Viene a pedir mi mano, viene
Vamo a sonar unos palos
Pa que me quiera por siempre
Que su amor sea verdadero, oh!
Pa que me quiera, ¡ay!"
Espalda De Bronce,pop,Enjambre,id_2109,"Pues me encanta mi sombra
Cuando el sol me pega en la espalda
Me pinta en el piso como un gigante
Y aunque me arda la espalda
La obscuridad es fascinante
Moriré de noche de hoy en adelante"
Jesús,pop,Los Planetas,id_2113,"¡Oye !... .... Muéstrame como eres, prometo que esta vez todo va a salir bien
Ahora tengo una misión ven y camina de mi mano, camina ahora a mi lado, conmigo
Sólo enséñame para que pueda ver
Porque en mi vida he fracasado una y otra vez, una y otra vez
Está por todas partes, está rondando por aquí
Ha venido a verte, a quedarse junto a ti"
Marciano MTV Unplugged,rock,Molotov,id_2114,"Coro:
Me convierto en marciano
No se ni como me llamo
A veces no puedo ni dormir
En marciano me fui a convertir
Me fui a convertir"
A Esa,pop,Jos Jos,id_2121,"A esa, que las ves ahí dando tumbos
Con borrachos con ilusos
Hasta el alma le entregué
A esa, que hoy se enreda con cualquiera
Yo le di mi vida entera
Y hoy se la daría otra vez"
Te Esperé,pop,Jesse & Joy,id_2125,"(Oh-oh-oh-oh)
(Oh-oh-oh-oh)
(Oh-oh-oh-oh)
(Oh) Oh, no, no, no
(Oh-oh-oh-oh)
(Oh-oh-oh-oh) Oh
(Oh-oh-oh-oh)
(Oh) Mm"
Nadie lo Haze Remix,rap,Violadores del Verso,id_2126,"Sí, sí, co, en el micrófono
Sé que ninguno de vosotros lo hace como yo
Sí, sí, co, en el micrófono
Sé que ninguno de vosotros lo hace como yo
Sí, sí, co, en el micrófono
Sé que ninguno de vosotros lo hace como yo
Sí, sí, co, en el micrófono
Sé que ninguno de vosotros lo hace como yo"
Actitud,pop,Juanes,id_2127,"Solo sé... este mundo necesita amor
Una actitud diferente
Si de amor llenas tu corazón
Más alegre es la gente
Este mundo necesita amor
Una actitud diferente
Si de amor llenas tu corazón
Más tranquila es tu mente"
Entre el placer y el Dolor,rap,Nach,id_2130,"Entre el placer y el dolor
Entre la flor y la espina
Entre la vida y la muerte la línea es fina
Entre el miedo y el amor
Entre el rencor que nos contamina
Entre la paz y nuestra falta de autoestima"
No Te Quiero Nada,pop,Ha*Ash,id_2133,"Regresa tu mirada que ya no me desarma
Regresa las palabras con las que me hipnotizabas
Y le di sentido a mi vivir y hoy no dice nada, no
Por eso no te quiero nada (por eso no te quiero nada)
Yo ya no te quiero nada"
Calentita,rap,KHEA,id_2142,"Calentita, yeh, calentita, yeh
Siempre que me llama está calentita, yeh
Calentita, yeh, calentita, yeh
Siempre (que me llama está calentita)
(Ahhh, ah)"
Hombre,pop,JEMR,id_2145,"Fuiste la llama ardiendo en lo alto
El te desvaneció como el viento
Asi nadie podría verte, hombre cruel
Hombre cruel, hombre cruel
Ese seré yo hombre cruel
Hombre cruel, hombre cruel"
Testamento,pop,Silvio Rodrguez,id_2146,"Le debo una canción a los pecados
A los pecados que no gasté, los que no pude:
Le debo una canción, no como hermano
Sólo de sal que el delectador también alude
Le debo una canción a la mentira
A la mentira pequeña, frágil, casi salva:
Le debo una canción endurecida
Una canción asesina, bruta, sanguinaria"
Deseos de Cosas Imposibles Primera Fila,pop,La Oreja de Van Gogh,id_2147,"Me callo porque es más cómodo engañarse
Me callo porque ha ganado la razón al corazón
Pero pase lo que pase
Y aunque otro me acompañe
En silencio pensaré tan solo en ti"
Mezcalito,pop,Lila Downs,id_2153,"Gota gota gota gotita de mezcal
Gota gota gota gotita de mezcal
Gota gota gota gotita de mezcal
Gota gota gota gotita de mezcal
Gota gota gota gotita de mezcal
Gota gota gota gotita de mezcal"
El Maestro,pop,Los Tigres Del Norte,id_2155,"Qué bueno que era mi amigo
Porque cuando esté contigo vas a recordar lo nuestro
Al fin le habrás convencido
Que aunque el me copie el estilo, yo sigo siendo el maestro
Benditos sean mis admiradores porque de ellos serán mis defectos"
Nuevo,rap,KHEA,id_2159,"En mi cuello una gotera que no va a parar (Que no va a parar)
Todo' me preguntan: ""¿Para dónde va'?"" (¿Para dónde va'?)
Yo tengo el camino para fuera (Para fuera)
Que se queden adentro to' lo que quieran (Yeah-eh)
En mi cuello una gotera que no va a parar (Que no va a parar)
Todo' me preguntan: ""¿Para dónde va'?"" (¿Para dónde va'?)
Yo tengo el camino para fuera (Fuera)
Que se queden adentro to' lo que quieran"
Agresivo,pop,Jowell & Randy,id_2161,"A eso hay que darle duro-duro, bien bien duro-duro
Ahí na' má' duro, fuerte, bien duro
A eso hay que darle duro-duro, bien bien duro-duro
Ahí na' má' duro, fuerte, bien duro
Y agresivo"
El Balcón,pop,Caf Tacvba,id_2163,"Tú y yo en el balcón
Que asoma a los plantíos de plátano
Los patrones han muerto y tú
Aún sigues trapeando el piso de ajedrez
Ven acá, que desde aquí se logran ver
Todas las tierras que ahora nuestras son
Y un zambo el heredero será
Pues de un indio y una negra, eso da"
Por Orgullo,pop,Christian Nodal,id_2168,"(Cantinero, sírvame lo más fuerte que tenga
Que por orgullo no puedo estar con ella)
Por orgullo no puedo volver a aceptarte
Pero sé que te amo como no he amado a nadie
Te quisiera decir la verdad, que te quiero
Que sin ti ya no aguanto
Por orgullo no puedo"
Nada Ha Cambiado,pop,Daddy Yankee,id_2170,"Estoy activa'o (Come on!)
Y aquí tengo todo bajo control, nada ha cambia'o
El marroneo, el dembow siguen pega'o (Zoom!)
Que nunca muera la guillaera (¡Nos fuimo' lejos!)
El flow, la calle, la ronca'era"
Mujer Satisfecha,pop,Zion & Lennox,id_2174,"Mi doctora me cura
Se perfora sin censura (-sura)
Y los ojos llenos de placer (De placer)
Sentirse bien es lo que quiere (Quiere)
Uh-uh"
CR7 Freestyle,rap,Duki,id_2178,"No, no, no, no es color rosa
Se me parte el coco, que es lo que pasa
Yo no creo que Cristiano Ronaldo tenga mi jopo, vos estás loco
No se parece ni de cerca ni de lejos
Yo mirándome, peinándome, jopo dentro del espejo
Es lo que yo quiero hacer y lo hago ahora de pendejo
No sé qué me va a deparar cuando yo llegue a viejo"
Jueves Primera Fila,pop,La Oreja de Van Gogh,id_2180,"Si fuera más guapa y un poco más lista
Si fuera especial, si fuera de revista
Tendría el valor de cruzar el vagón
Y preguntarte quién eres
Te sientas enfrente y ni te imaginas
Que llevo por ti mi falda más bonita
Y al verte lanzar un bostezo al cristal
Se inundan mis pupilas"
No soy Kurt Cobain / Pastillas,rap,Piezas & Jayder,id_2182,"Soy el peor alumno de mi plan maestro
El final sin acabar de un chiste que ya nunca cuento
El tiempo que pasé con ""no sé qué"" y con ""no sé cuánto""
A los cuales trato bien pese a que no les aguanto
Soy un terremoto sensato, un drama jovial
Soy un incendio inofensivo, un conflicto cordial
Y mi mediocridad existencial
Es tan pacíficamente violenta, tan mortal"
Pedro y Pablo,pop,Los Tigres Del Norte,id_2186,"“Gracias Señor, que haz permitido realizar su vida a mi hermano querido
Hoy sé que mi esfuerzo no fue en vano
Ya podré ser feliz con la mujer que tanto amo”
“Esta es mi esposa Leticia"", “Creo que ya nos conocemos”
“Se te borro la sonrisa”, “Es que me vino un recuerdo”
“Vas a quedarte en la casa?”, “Eso yo nunca podría”
“Pedro que es lo que te pasa?”, ""Es que lloro de alegría”"
Tu Retrato,pop,Ricardo Arjona,id_2188,"Tu retrato, tu retrato
Tu retrato es mi retrato hecho pedazos
Porque nunca he sido el mismo con tu ausencia
Es armar un crucigrama con retazos
Aunque la nostalgia pierda la paciencia"
N.T.F.,rap,Toteking,id_2189,"Nadie es nadie, tú tampoco
En unos años, somos to's juguetes rotos
No te flipes, te crees Dios
Si tu rollo está más visto que unos planos en la Barber Shop
Somos to's la misma estafa
Pillando chavalitas con la guardia baja
Sal de adentro, todo fuera
Con la pose de Capone, el corazón en las trincheras"
Último Baile,rap,AMBKOR,id_2191,"Sentir es lo que toca
Quise sus marcas en la espalda, no sus marcas de ropa
Y no estaba loca, estaba perdida y me la crucé
Y ahora tengo que vivir con esta mierda destrozándome
Me destrozaré contigo, si es lo que quieres
Hablo de ti, no de mujeres, sé que lo entiendes
Sé que al despertarme querré verte
Sé que con mirarnos, transformamos los lunes en viernes"
Ya No Te Puedo Querer,pop,Natalia Lafourcade,id_2193,"Estaba sola en nuestro altar
Rezando con una canción
Pidiendo que te quedes
Que al menos no me dejes ir de tus brazos, ir
Tu mundo ir
Ir"
Como Me Duele Cielo De Acuarela,pop,Alejandro Fernndez,id_2196,"Y me fui perdiendo en tu perfume
De canela en tus besos con sabor a laberinto
Y ahora mismo nada me consuela
Ni este cielo de acuarela
Que hoy con lagrimas despinto"
Doncella,pop,Zion & Lennox,id_2199,"Yo conocí a una nena
Tan bella (Mamacita)
Ella es como una doncella
Ella, ella, tan bella (Tomá, tomá)
Yo conocí a una nena
Tan bella (Mamacita)
Ella es de lo más bonita
Ella, ella, tan bella (Tomá, tomá)"
Tu No Eres Para Mí Remix,pop,Fanny Lu,id_2206,"To' lo que te he dicho es cierto
Que la luna yo te bajo, es cierto
Que eres más bella que una flor, es cierto
De lo que he dicho nada me arrepiento, you
Mami, yo no miento
Lo que yo siento es real
Fuerte, algo muy natural
Por favor, déjate amar"
Dorado,pop,J Balvin,id_2212,"Ay, que no me esperen en la casa (Casa)
Que si esta noche no regreso
Es porque estoy vacilando con mi raza
Con mi raza, ¿y qué pasa?
Ay, que se despierten los vecinos (Latino gang)
Este party no lo termino
Gracia' mamá por hacеrme latino (A ver)
Latino, latino"
Cambia,pop,Luis Enrique,id_2215,"Es que nunca nos dimos cuenta
Que vivir no es solo ir y venir de vuelta
Dime para que
Sirvieron tantos sueños
Escondidos tras las puertas"
Caballo Blanco,pop,Juan Luis Guerra,id_2220,"Y viene
Viene en las nubes poderoso y santo
Montado en un caballo blanco
Viene el Rey Jesús en toda majestad
Se abren los cielos todo ojo le verá"
Modo de Avión,rap,Lyanno,id_2221,"Trépate encima de mí
O sino yo me vo'a trepar encima de ti (trepar encima de ti)
Hacerte las cosas esas mami que siempre te gustan a ti
Mira el pantincito mami que yo te compré para ti
Modélame ma’ (modélame ma’)
Esta noche a capela yo dándote ahí, yeh-yeh (yeh-yeh)"
Jefe de Jefes,pop,Los Tigres Del Norte,id_2222,"Yo navego debajo de agua y también se volar a la altura
Muchos creen que me busca el gobierno, otros dicen que es pura mentira
Desde arriba nomás me divierto, pues me gusta que así se confundan
En la cuentas se lleva una regla, desde el uno llegar hasta el cien
El que quiera sera hombre derecho, que se enseñe a mirar su nivel
Sin talento no busques grandeza porque nunca la vas a tener"
De Cora,rap,Lasser,id_2224,"¿Qué te pasa?
El Lasser con los suyos siempre
En el banco, en la plaza
En la montaña, en la playa
Siempre con los míos, tú sabe"
Bicho de la Luna,rap,Malandro,id_2225,"Yo sé bien pa' donde es que voy
Y voy sin olvidarme quien soy
Soy del barrio, pillo y varón
Donde conviven Mandinga y Dios
De la calle y de los bichos de la luna
De la noche, el chascarrillo y la fortuna
De vivirla atento, yiyo, acá en la jungla
Y cantar con nuestro brillo estando a oscura'"
