Título,Reseña,Género,id
Naruto: The Lost Story - Mission: Protect the Waterfall Village!,Naruto y sus amigos deben recuperar una jarra de agua bendita robada a un grupo de ninjas de clase alta.,Animación,id_607
Sadako vs. Kayako,"Una chica, Yūri Kurahashi, después de ver una cinta de vídeo maldita junto con su amiga en una casa encantada, queda atrapada en un conflicto entre dos fantasmas asesinos: Sadako Yamamura y Kayako Saeki.",Horror,id_608
"Alexander and the Terrible, Horrible, No Good, Very Bad Day","El día de Alexander comienza con un chicle pegado en el pelo, seguido de más calamidades. Aunque encuentra poca comprensión en su familia y empieza a preguntarse si las cosas malas solo le pasan a él, su madre, su padre, su hermano y su hermana también viven un día terrible, horrible y espantoso.",Familia,id_609
Leviathan,"Unos mineros submarinos se topan con los restos de un naufragio soviético y transportan una peligrosa carga a su base en el fondo del océano, con consecuencias espantosas. La tripulación de la base minera debe luchar por sobrevivir contra una mutación genética que los persigue uno a uno.",Aventura,id_610
Hakuouki: Wild Dance of Kyoto,"Cuando Chizuru Yukimura llega al Kioto del período Edo en busca de su padre desaparecido, presencia un sangriento asesinato a manos de miembros enloquecidos del Shinsengumi, la policía secreta del shogunato y supuestos guardianes de la paz. Tras presenciar algo que no debía ver, Chizuru es arrestada y se ve envuelta en las batallas y los secretos del grupo. Basada en el videojuego de Otomate.",Acción,id_611
Heatwave,La vida de una mujer da un giro inesperado cuando se enamora de la esposa de su jefe. Pronto deberá defenderse al verse envuelta en una red de intrigas y malicia.,Suspenso,id_612
Rape Zombie: Lust of the Dead 2,"Un extraño virus convierte al 90% de la población mundial en zombis sedientos de sangre. Sin embargo, en Akihabara, Japón, se encontraron algunos hombres que no estaban infectados. Estos hombres se alían con los zombis para devorar a las jóvenes supervivientes y saciar su lujuria. Las mujeres supervivientes deben luchar por sobrevivir en un Japón apocalíptico.",Horror,id_613
The Midnight Sky,Un científico solitario en el Ártico se apresura a contactar con una tripulación de astronautas que regresan a casa tras una misteriosa catástrofe global.,Ciencia ficción,id_614
Captain Fantastic,Un padre que vive en los bosques del noroeste del Pacífico con sus seis hijos pequeños intenta reintegrarse a la sociedad.,Aventura,id_615
Towa no Quon 6: Eternal Quon,La historia sigue a un chico llamado Quon y a otros que de repente despiertan con poderes sobrenaturales.,Animación,id_616
This Is Spinal Tap,"""This Is Spinal Tap"" arroja luz sobre el universo autónomo de una banda de metal que lucha por volver a las listas de éxitos, incluyendo todo, desde su complicada historia de altibajos, discos de oro, cambios de nombre y conciertos con entradas agotadas, junto con toda la necesaria galería de groupies, promotores, oportunistas e historiadores, sesiones de grabación, eventos de lanzamiento y esos momentos especiales entre bastidores que lo mantienen todo real.",Música,id_617
A Delicious Flight,"Una actriz inocente huye del escándalo con un ídolo, el ídolo descarado que arruinó su carrera, un mánager apasionado y entregado a ella, y su exnovia, ahora una azafata sexi. Estos cuatro, que jamás deberían estar juntos, se encuentran en un avión. Nadie puede escapar y suceden las cosas más atrevidas y eróticas.",romance,id_618
Let Me Eat Your Pancreas,"Yo (Takumi Kitamura) soy un estudiante de secundaria. Por casualidad encuentro el diario de mi compañera de clase Sakura Yamauchi (Minami Hamabe), donde revela que padece una enfermedad pancreática. Pasé tiempo con Sakura, pero ella falleció. Doce años después, gracias a las palabras de Sakura, yo (Shun Oguri) soy profesor en la misma escuela donde me gradué. Mientras hablo con mis alumnos, recuerdo los meses que pasé con Sakura. Mientras tanto, Kyoko (Keiko Kitagawa), amiga de Sakura, está a punto de casarse. Kyoko también recuerda los días que pasó conmigo y con Sakura.",Drama,id_619
Fun with Dick and Jane,"Tras perder su trabajo en Globodyne en un colapso al estilo Enron, Dick Harper y su esposa, Jane, recurren al crimen para hacer frente a la enorme deuda que ahora enfrentan. Siendo dos personas inteligentes, Dick y Jane se vuelven bastante hábiles robando e incluso disfrutan haciéndolo, pero se lo piensan dos veces cuando recuerdan que el crimen puede perjudicar a personas inocentes. Cuando la pareja se entera de que el jefe de Globodyne, Jack McCallister, estafó a la compañía, planean vengarse.",Comedia,id_620
Evil Dead,"Mia, una joven que lucha contra la adicción, se dirige a una cabaña remota con un grupo de amigos donde el descubrimiento de un Libro de los Muertos despierta involuntariamente a demonios latentes que poseen a los jóvenes uno por uno.",Horror,id_621
Dangal,"Dangal es una extraordinaria historia real basada en la vida de Mahavir Singh y sus dos hijas, Geeta y Babita Phogat. La película narra la inspiradora trayectoria de un padre que entrena a sus hijas para convertirlas en luchadoras de talla mundial.",Drama,id_622
Alien: Covenant,"Con destino a un planeta remoto en el otro extremo de la galaxia, la tripulación de la nave colonial 'Covenant' descubre lo que se creía que era un paraíso inexplorado, pero que en realidad es un mundo oscuro y peligroso, habitado por una sola persona: el 'sintético' David, superviviente de la desastrosa expedición Prometheus.",Horror,id_623
Planetarium,"En la Francia de los años treinta, dos hermanas que supuestamente pueden comunicarse con fantasmas conocen a un productor visionario mientras actúan en París.",Drama,id_624
Ouija House,"Una estudiante de posgrado, que intenta terminar la última parte de su investigación para un proyecto de libro con el que espera ayudar a su madre, que atraviesa una mala racha, lleva a unos amigos a una casa con un pasado oscuro, donde pronto, sin saberlo, invocan a una entidad maligna que convierte la casa en parte de su juego…",Horror,id_625
Catwoman,"Una mujer tímida, dotada de la velocidad, los reflejos y los sentidos de un gato, camina por la delgada línea que separa a la criminal de la heroína, mientras un detective la persigue tenazmente, fascinado por ambas facetas de su personalidad.",Acción,id_626
The Invisible Guardian,"Cuando el cuerpo desnudo de una adolescente aparece a orillas del río Baztán, el caso se relaciona rápidamente con un asesinato similar ocurrido un mes antes. Pronto, los rumores se extienden por el cercano pueblo de Elizondo. ¿Se trata de un asesino ritualista o del basajaun, el «guardián invisible» de la mitología vasca? La inspectora Amaia Salazar lidera la investigación, que la lleva de vuelta al corazón del País Vasco, su tierra natal, donde esperaba no regresar jamás. Envuelto en niebla y rodeado de bosques impenetrables, es un lugar de conflictos sin resolver y un terrible secreto de la infancia de Amaia que volverá para atormentarla. Enfrentada a las supersticiones del pueblo, Amaia debe luchar contra los demonios de su pasado para afrontar la realidad de un asesino en serie suelto. Pero a medida que se adentra en la investigación, siente la presencia de algo más oscuro que acecha en las sombras…",Suspenso,id_627
Cadaver,"Tras un desastre nuclear, una familia hambrienta encuentra consuelo en el carismático dueño de un hotel. Atraídos por la promesa de una cena gratis, descubren que el espectáculo difumina la línea entre la actuación y la realidad. ¿Serán ellos los que enloquezcan a los espectadores o el espectáculo mismo?",Drama,id_628
The Hunt,"Doce desconocidos despiertan en un claro. No saben dónde están ni cómo llegaron allí. Bajo la sombra de una oscura teoría conspirativa de internet, un grupo de élites despiadadas se reúne en un lugar remoto para cazar humanos por diversión. Pero su plan maestro está a punto de desmoronarse cuando una de las víctimas da un giro inesperado a la situación.",Acción,id_629
Ghost in the Shell 2: Innocence,El innovador director Mamoru Oshii continúa expandiendo los límites del arte y el anime con este aclamado thriller cibernético que sigue al detective cíborg Batou mientras intenta desentrañar las razones de una revuelta asesina de robots en el año 2032. Una búsqueda del asesino que se convierte en una profunda exploración del sentido de la vida.,Animación,id_630
The Sisterhood of the Traveling Pants 2,"Cuatro jóvenes continúan el camino hacia la adultez que comenzó con ""La hermandad de los pantalones viajeros"". Tres años después, estas amigas de toda la vida emprenden caminos separados para su primer año de universidad y el verano siguiente, pero se mantienen en contacto compartiendo sus experiencias.",Aventura,id_631
Sleepwalkers,"Charles Brady y su madre, Mary, son los últimos de una especie en extinción cuyas necesidades no pertenecen a este mundo. Son sonámbulos, capaces de sobrevivir únicamente alimentándose de la fuerza vital de los inocentes, pero destinados a vagar por la Tierra, evitando ser descubiertos mientras buscan a su próxima víctima. Esa búsqueda los lleva al tranquilo pueblo de Travis, Indiana, donde la bella adolescente Tanya Robertson está a punto de convertirse en un peón involuntario en su pesadilla por la supervivencia.",Fantasía,id_632
Fearless,Un adolescente aficionado a los videojuegos se ve obligado a convertirse en niñero a tiempo completo cuando su videojuego favorito deja caer tres bebés con superpoderes desde el espacio en su patio trasero.,Familia,id_633
The Apparition,"Acosados ​​por sucesos aterradores en su hogar, Kelly y Ben descubren que un experimento de parapsicología de la universidad creó una entidad que ahora los persigue. El espíritu maligno se alimenta del miedo y atormenta a la pareja sin importar adónde huyan. Desesperados, Kelly y Ben acuden a un investigador de lo paranormal, pero incluso con su ayuda, puede que ya sea demasiado tarde para salvarse de la aterradora presencia.",Horror,id_634
Hitch,"El asesor de citas Alex 'Hitch' Hitchens aconseja a Albert, un cliente algo torpe que aspira a conquistar a la glamurosa Allegra Cole. Mientras Albert progresa, Hitch sufre sus propios reveses amorosos cuando sus técnicas, ya probadas, no funcionan con Sara Melas, una reportera de tabloides que busca trapos sucios sobre la vida amorosa de Allegra Cole. Cuando Sara descubre la relación de Hitch con Albert —ahora novio de Allegra—, ambas relaciones corren peligro.",Comedia,id_635
Hook,"Peter Pan, el niño que no debía crecer, acaba convirtiéndose en un abogado corporativo sin escrúpulos cuyo exceso de trabajo podría costarle a su esposa e hijos. Durante su viaje a Londres para visitar a la abuela Wendy, el vengativo Capitán Garfio secuestra a los hijos de Peter y lo obliga a regresar al País de Nunca Jamás.",Aventura,id_636
Asterix the Gaul,"En el año 50 a. C., la Galia está casi completamente ocupada por los romanos. Pero la pequeña aldea de Astérix y sus amigos resiste a las legiones romanas gracias a la poción mágica de su druida, que otorga fuerza sobrehumana. Al enterarse de la existencia de esta poción, un centurión romano secuestra al druida para obtener la fórmula secreta.",Familia,id_637
Two Women,"Cesira, una comerciante viuda, y su hija Rosetta, de trece años, huyen de los bombardeos aliados en Roma durante la Segunda Guerra Mundial. Viajan al remoto pueblo donde nació Cesira. Durante el viaje, en el pueblo y más allá, la madre hace todo lo posible por proteger a Rosetta. Mientras tanto, Michele, un joven intelectual y sensible, se enamora de Cesira.",Drama,id_638
Bad Teacher,Una profesora de secundaria perezosa e incompetente que odia su trabajo y a sus alumnos se ve obligada a regresar a él para ganar suficiente dinero para una operación de aumento de pecho después de que su rico prometido la abandone.,Comedia,id_639
Highlander III: The Sorcerer,"La historia comienza en el siglo XV, con Connor McLeod entrenando con otro espadachín inmortal, el hechicero japonés Nakano. Cuando un malvado inmortal llamado Kane mata al viejo mago, la batalla resultante lo deja sepultado en una cueva subterránea. Cuando Kane reaparece en el siglo XX para sembrar el caos, McLeod deberá detenerlo.",Fantasía,id_640
Dead Water,"Cuando una escapada relajante se torna mortal, un ex marine debe arriesgar su vida una vez más para salvar a su esposa y a su mejor amigo de un pirata moderno; todo ello mientras intenta mantener la compostura al enfrentarse a los fantasmas de la guerra que dejó atrás.",Suspenso,id_641
The Revenant,"En la década de 1820, un pionero llamado Hugh Glass emprende un camino de venganza contra aquellos que lo dieron por muerto tras el ataque de un oso.",Occidental,id_642
The Huntsman: Winter's War,"Mientras dos malvadas hermanas se preparan para conquistar la tierra, dos renegados —Eric el Cazador, quien ayudó a Blancanieves a derrotar a Ravenna en Blancanieves y el Cazador, y su amante prohibida, Sara— se disponen a detenerlas.",Acción,id_643
Annie Hall,El comediante neoyorquino Alvy Singer se enamora de la despistada Annie Hall.,Comedia,id_644
Imperium,"Nate Foster, un joven e idealista agente del FBI, se infiltra para desmantelar un grupo terrorista radical de supremacía blanca. Este brillante analista en ascenso debe afrontar el reto de mantener una nueva identidad sin renunciar a sus principios mientras se adentra en el peligroso submundo de la supremacía blanca. Inspirada en hechos reales.",Delito,id_645
Maze Runner: The Death Cure,"Thomas lidera a su grupo de fugitivos del Laberinto en su misión final y más peligrosa hasta el momento. Para salvar a sus amigos, deben infiltrarse en la legendaria Última Ciudad, un laberinto controlado por CRUEL que podría ser el más letal de todos. Quienes logren salir con vida obtendrán respuestas a las preguntas que los fugitivos se han estado haciendo desde su llegada al laberinto.",Ciencia ficción,id_646
365 Days,"Una mujer cae víctima de un poderoso jefe de la mafia, quien la encarcela y le da un año para enamorarse de él.",Drama,id_647
Europa Europa,"Un niño judío, separado de su familia al comienzo de la Segunda Guerra Mundial, se hace pasar por un huérfano alemán y es acogido en el corazón del mundo nazi como un ""héroe de guerra"", llegando a convertirse en miembro de las Juventudes Hitlerianas.",Historia,id_648
3:10 to Yuma,"A finales del siglo XIX, en Arizona, el infame forajido Ben Wade y su despiadada banda de ladrones y asesinos aterrorizaban el Ferrocarril del Sur. Cuando Wade es capturado, Dan Evans, veterano de la Guerra Civil que lucha por sobrevivir en su rancho azotado por la sequía, se ofrece voluntario para entregarlo con vida al tren ""3:10 a Yuma"", que llevará al asesino a juicio.",Occidental,id_649
Cosmoball,"Cosmoball es un fascinante juego intergaláctico futurista que se juega entre humanos y alienígenas en la gigantesca nave extraterrestre que sobrevuela la Tierra. Un joven con un poder inmenso y desconocido se une al equipo de intrépidos superhéroes a cambio de la cura para la mortal enfermedad de su madre. Los Cuatro de la Tierra lucharán no solo para defender el honor de su planeta natal en este espectacular juego, sino también para enfrentarse a la amenaza sin precedentes que se cierne sobre la galaxia y forjar su propio destino.",Ciencia ficción,id_650
Assassin 33 A.D.,"Cuando un multimillonario otorga recursos ilimitados a un grupo de jóvenes científicos para estudiar la ciencia de la transferencia de materia, estos descubren los secretos de los viajes en el tiempo. Sin embargo, pronto se dan cuenta de que el proyecto está respaldado por un grupo extremista militante, y que el multimillonario planea viajar al pasado para demostrar que Jesús nunca resucitó.",Ciencia ficción,id_651
Wild Orchid,"Una abogada queda prendada de un millonario hecho a sí mismo durante un encuentro en Río de Janeiro, lo que desencadena una serie de encuentros eróticos.",romance,id_652
Solaris,Un psicólogo con problemas es enviado a investigar a la tripulación de una estación de investigación aislada que orbita un planeta extraño.,Drama,id_653
Another Gay Sequel: Gays Gone Wild!,Cuatro estudiantes universitarios viajan a Florida para las vacaciones de primavera y se inscriben en un concurso para ver quién consigue el mayor número de parejas sexuales.,Comedia,id_654
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe","Los hermanos Lucy, Edmund, Susan y Peter atraviesan un armario mágico y llegan a Narnia. Allí descubren un reino encantador, antaño pacífico, sumido en un invierno eterno por la malvada Bruja Blanca, Jadis. Con la ayuda del sabio y majestuoso león Aslan, los niños lideran a Narnia en una espectacular batalla final para liberarse para siempre del gélido poder de la Bruja.",Aventura,id_655
Action Point,Un temerario diseña y gestiona su propio parque temático con sus amigos.,Comedia,id_656
The Babadook,"Una madre soltera, atormentada por la violenta muerte de su marido, lucha contra el miedo de su hijo a un monstruo que acecha en la casa, pero pronto descubre una presencia siniestra a su alrededor.",Drama,id_657
Total Recall,"La obsesión del obrero de la construcción Douglas Quaid con el planeta Marte lo lleva a visitar Recall, una empresa que fabrica recuerdos. Algo sale mal durante el implante de memoria, lo que pone la vida de Doug patas arriba e incluso lo lleva a cuestionarse qué es realidad y qué no.",Acción,id_658
Police Academy 6: City Under Siege,"Nuestros policías favoritos se reúnen para enfrentarse a una banda que roba bancos y joyerías. Gracias a sus diversas habilidades y a su extraordinaria suerte, los delincuentes no tienen ninguna posibilidad contra nuestros agentes.",Comedia,id_659
Zodiac,"La verdadera historia de la investigación del ""Asesino del Zodiaco"", un asesino en serie que aterrorizó el Área de la Bahía de San Francisco, desafiando a la policía con sus códigos y cartas. El caso se convierte en una obsesión para tres hombres, cuyas vidas y carreras se ven forjadas y destruidas por el interminable rastro de pistas.",Delito,id_660
Freaks,"Una hermosa trapecista de circo acepta casarse con el líder de los artistas de espectáculos secundarios, pero sus amigos deformes descubren que ella solo se casa con él por su herencia.",Drama,id_661
Serenity,"Cuando la tripulación rebelde de la Serenity acepta esconder a una fugitiva en su nave, se ven envueltos en una batalla trepidante entre el implacable poderío militar de un régimen totalitario dispuesto a destruir cualquier cosa —o a cualquiera— para recuperar a la chica, y las sanguinarias criaturas que deambulan por las zonas inexploradas del espacio. Pero... el mayor peligro de todos podría estar en su propia nave.",Ciencia ficción,id_662
Bound,"Corky, una exconvicta de carácter fuerte que trabaja en la renovación de un apartamento en un edificio de Chicago, conoce a una pareja que vive al lado: Caesar, un mafioso paranoico, y Violet, su seductora novia, quien se siente inmediatamente atraído por ella.",Drama,id_663
Come and See,"La invasión de una aldea en Bielorrusia por las fuerzas alemanas obliga al joven Florya a internarse en el bosque para unirse a los exhaustos combatientes de la Resistencia, en contra de los deseos de su familia. Allí conoce a una chica, Glasha, que lo acompaña de regreso a su aldea. Al volver a casa, Florya encuentra a su familia y a sus vecinos masacrados. Su lucha por sobrevivir en medio de los brutales escombros de la guerra se convierte en una pesadilla cada vez mayor, una batalla entre la desesperación y la esperanza.",Drama,id_664
Rampage,"El primatólogo Davis Okoye comparte un vínculo inquebrantable con George, el gorila de lomo plateado extraordinariamente inteligente que ha estado a su cuidado desde su nacimiento. Pero un experimento genético fallido transforma a este dócil simio en una criatura feroz de tamaño descomunal. Para empeorar las cosas, pronto se descubre que existen otros animales alterados de manera similar. Mientras estos nuevos depredadores alfa arrasan Norteamérica, destruyendo todo a su paso, Okoye se une a un ingeniero genético desacreditado para conseguir un antídoto, abriéndose camino a través de un campo de batalla en constante cambio, no solo para detener una catástrofe global, sino también para salvar a la temible criatura que una vez fue su amigo.",Acción,id_665
The Rider,"Brady, un joven vaquero que alguna vez fue una estrella emergente del circuito de rodeo y un talentoso entrenador de caballos, recibe la advertencia de que sus días como jinete han terminado después de que un caballo le aplastara el cráneo en un rodeo. En un intento por recuperar el control de su destino, Brady emprende la búsqueda de una nueva identidad y de lo que significa ser un hombre en el corazón de los Estados Unidos.",Occidental,id_666
Nine 1/2 Weeks,"Una historia erótica sobre una mujer, asistente de una galería de arte, que se ve envuelta en una relación impersonal con un hombre. Apenas sabe de su vida, solo de los juegos sexuales que comparten, por lo que la relación comienza a complicarse.",Drama,id_667
Joshua Tree,"Wellman Santee (Dolph Lundgren), un expiloto de carreras que se gana la vida transportando superdeportivos robados, se ve involucrado, junto con su socio Eddie, en un tiroteo que resulta en la muerte de su amigo y un policía de carretera. Santee es incriminado por el asesinato del policía y encarcelado en una prisión de máxima seguridad. Unos meses después, Santee escapa tras huir por poco de un atentado contra su vida. Llega a un restaurante local donde roba un coche, secuestra a la dueña, Rita, y huye, sin saber que su rehén es una ayudante del sheriff. Se inicia una intensa persecución, liderada por el teniente Severance, un policía duro y obsesivo. Santee lleva al detective y a sus hombres en una dramática persecución a alta velocidad, desde el desierto hasta las calles del centro de Los Ángeles. Santee está decidido a limpiar su nombre y, cuando se trata de venganza, la lleva al extremo.",Acción,id_668
Tooth Fairy 2,"Larry Guthrie, quien pierde a su primer amor a manos del chico más popular del pueblo, decide reconquistarla ofreciéndose como voluntario en el programa extraescolar para niños. Cuando Larry, sin querer, les revela a los niños que el Hada de los Dientes es un mito, pronto se transforma en un hada con tutú y la ""condena"" de recolectar dientes.",Comedia,id_669
The Other Woman,"Emilia, licenciada en derecho, se enamora de su jefe casado, Jack. Tras casarse con él, su felicidad se transforma inesperadamente en dolor al fallecer su hija pequeña. Devastada, Emilia sigue adelante, intentando forjar un vínculo con su hijastro William y resistir la intromisión de la celosa exesposa de Jack.",Drama,id_670
Walking Out,"Un adolescente de la ciudad viaja a Montana para ir de caza con su padre, con quien está distanciado, pero el tenso viaje se convierte en una batalla por la supervivencia cuando se topan con un oso grizzly.",Aventura,id_671
Scooby-Doo! & Batman: The Brave and the Bold,Scooby-Doo y la pandilla de Misterios S.A. se reúnen con Batman y otros amigos para derrotar a los malvados villanos y salvar el día.,Animación,id_672
The Vow,"Paige y Leo, una joven pareja feliz, son, bueno, felices. Un accidente automovilístico deja a Paige en coma, con riesgo vital. Al despertar, ha perdido la memoria de los últimos cinco años, incluyendo la de su amado Leo, su boda, una relación confusa con sus padres y el fin de su relación con su ex prometido. A pesar de estas dificultades, Leo se esfuerza por reconquistar su corazón y reconstruir su matrimonio.",Drama,id_673
Robin-B-Hood,"Para Fong, un ludópata empedernido y sin futuro, solo hay algo más aterrador que tener a sus acreedores llamando a su puerta: tener que consolar a un bebé que llora. Pero, ¿y si el bebé se convierte en su gallina de los huevos de oro para ahuyentar a sus acreedores? ¿Podrá superar su fobia a los pañales, los biberones y las empalagosas nanas?",Drama,id_674
Big Brother,"Un exsoldado convertido en profesor de secundaria utiliza métodos poco convencionales para llegar a una clase de estudiantes pobres, mientras lidia con un empresario codicioso y su banda de matones, así como con el gobierno.",Acción,id_675
Sonic the Hedgehog,"Basada en la exitosa franquicia de videojuegos de Sega, Sonic the Hedgehog narra la historia del erizo más veloz del mundo mientras se adapta a su nuevo hogar en la Tierra. En esta comedia de aventuras con actores reales, Sonic y su nuevo mejor amigo se unen para defender el planeta del malvado genio Dr. Robotnik y sus planes de dominación mundial.",Acción,id_676
Crayon Shin-chan: Fierceness That Invites Storm! The Adult Empire Strikes Back,Shin-chan debe rescatar a los adultos de Kasukabe cuando estos abandonan misteriosamente sus responsabilidades para revivir su juventud en la nueva exposición del siglo XX.,Animación,id_677
Lady Bird,"Lady Bird McPherson, una joven de 17 años de carácter fuerte, opiniones firmes y gran sensibilidad artística, alcanza la mayoría de edad en Sacramento. Su relación con su madre y su educación se ponen a prueba al prepararse para ir a la universidad.",Drama,id_678
The Bear,Un osezno huérfano se une a un macho adulto mientras intentan escapar de los cazadores humanos.,Aventura,id_679
Rio,"Capturado por contrabandistas cuando era apenas un polluelo, un guacamayo llamado Blu nunca aprendió a volar y vive felizmente domesticado en Minnesota con su amiga humana, Linda. Se cree que Blu es el último de su especie, pero cuando llega la noticia de que Jewel, una hembra solitaria, vive en Río de Janeiro, Blu y Linda van a conocerla. Unos traficantes de animales secuestran a Blu y Jewel, pero la pareja pronto escapa y emprende una peligrosa aventura de regreso a la libertad... y a Linda.",Animación,id_680
Trinity Is Still My Name,"Los dos hermanos, Trinity y Bambino, son intercambiados por dos agentes federales y aprovechan la situación para robar un enorme botín escondido en un monasterio por una banda de forajidos.",Comedia,id_681
Amateur Porn Star Killer 2,"La secuela de Shane Ryan de la perturbadora Amateur Porn Star Killer es una brutal carta de presentación para todos aquellos que se enfurecieron con su predecesora (y fueron muchos). Ryan es un director con el que hay que contar, y no piensa bajar el ritmo. La víctima aquí no es una niña. Y esta tampoco se rinde fácilmente. Se defiende. Sabe que está en peligro, pero cree erróneamente que puede escapar. En otras películas, escaparía y sonaría música sombría mientras los créditos aparecen en pantalla. El público saldría del cine satisfecho de que el malo recibiera su merecido. Se irían a casa sintiéndose seguros. Ryan no permite que nadie se haga esas ilusiones. Muestra las cosas como son. Así es como lo filmaría un asesino. Así es como se vería, y si no supieras la verdad, jurarías que es real. (Y aun así, no puedes estar completamente seguro de que no lo sea).",Delito,id_682
Up Close & Personal,"Tally Atwater tiene un sueño: ser presentadora de noticias en horario estelar en una cadena nacional. Persigue este sueño con nada más que ambición, talento innato y una maqueta casera. Warren Justice es un periodista veterano, brillante y de carácter firme. Reconoce el talento de Tally y se convierte en su mentor. La carrera de Tally despega meteóricamente y ella y Warren se enamoran. El romance que surge entre ellos es tan intenso y revelador como las propias noticias televisivas. Sin embargo, cada noticia de última hora, cada crisis grabada en vídeo que los une, también amenaza con separarlos...",Drama,id_683
Bless the Child,"Cuando Jenna, la hermana de Maggie, le deja a cargo de un recién nacido autista llamado Cody, este le llega al corazón y se convierte en la hija que siempre había anhelado. Pero seis años después, Jenna reaparece repentinamente en su vida y, junto a su misterioso nuevo esposo, Eric Stark, secuestra a Cody. A pesar de que Maggie no tiene ningún derecho legal sobre Cody, el agente del FBI John Travis la defiende al descubrir que Cody comparte la misma fecha de nacimiento que otros niños asesinados recientemente.",Drama,id_684
Bingo,"Bingo, el perro de circo fugitivo, está suelto y ¡le salva la vida a Chuckie! Bingo y el niño se convierten en los mejores amigos en esta comedia canina con disfraces de perros, patineta, pinball y prisión. Chuckie y sus padres (Cindy Williams y David Rasche) se mudan a una casa a mil millas de distancia, pero a Bingo no se le permite acompañarlos. La determinación de Chuckie y Bingo por reunirse es...",Acción,id_685
American Ninja 5,"Cuando la hija de un científico es secuestrada, American Ninja intenta encontrarla, pero esta vez se une a un joven al que ha entrenado en las artes ninja.",Acción,id_686
The Marvels,La secuela de Capitana Marvel (2019).,Acción,id_687
Friday the 13th Part 2,"Cinco años después de la horrible masacre en Camp Crystal Lake, parece que Jason Voorhees y su desquiciada madre son cosa del pasado. Paul abre un nuevo campamento cerca del infame lugar, ignorando las advertencias de mantenerse alejado, y un grupo de consejeros con una fuerte inclinación sexual lo sigue, incluyendo a Ginny, estudiante de psicología infantil. Pero Jason se ha estado escondiendo todo este tiempo, y ahora está listo para vengarse.",Horror,id_688
The Do-Over,La vida de un gerente de banco da un vuelco cuando un amigo de su pasado lo manipula para que finja su propia muerte y se embarque en una aventura.,Acción,id_689
"My Teacher, My Obsession","Riley tiene dificultades para hacer amigos tras cambiarse a un nuevo instituto donde su padre, Chris, es profesor de inglés. Cuando conoce a Kyla, enseguida se hacen muy amigas. Sin embargo, la amistad da un giro inesperado cuando Riley descubre que Kyla está obsesionada con su padre. ¿Conseguirá Kyla seducir a Chris e iniciar una nueva vida retorcida con él, eliminando a todos a su paso, o podrá Riley salvar a su padre del plan traicionero de Kyla antes de que sea demasiado tarde?",Drama,id_690
Fame,"Una versión actualizada del musical de 1980, que giraba en torno a los estudiantes de la Academia de Artes Escénicas de Nueva York.",Música,id_691
Creed II,"Entre sus obligaciones personales y el entrenamiento para su próxima gran pelea contra un oponente vinculado al pasado de su familia, Adonis Creed se enfrenta al desafío de su vida.",Drama,id_692
Cat on a Hot Tin Roof,"Un exfutbolista alcohólico consume su vida bebiendo, incapaz de aceptar su sexualidad ni sus verdaderos sentimientos por su compañero de equipo, fallecido en un accidente de circunstancias desconocidas. Su esposa, desesperada por despertar su deseo, se aferra a él, pero él se resiste a sus caricias. El reencuentro con su padre, que agoniza de cáncer, despierta en ambos recuerdos y revelaciones.",Drama,id_693
Amazing Love,"Los amigos adolescentes Steve, Carrie, Cooper y Gameboy se embarcan en un viaje de campamento de fin de semana, liderados por Stuart (Sean Astin), el líder del grupo juvenil de su iglesia, y su esposa Beth (Erin Bethea). A ellos se une Ashley, una chica rica y egocéntrica, cuya actitud provoca un gran revuelo en el grupo, especialmente entre ella y Carrie. Sin embargo, antes de que la situación se descontrole, Stuart aprovecha la oportunidad para compartir con los chicos la conmovedora historia bíblica de Oseas: una historia de fe inquebrantable, compromiso inquebrantable y amor incondicional.",Drama,id_694
Suffragette,Basada en hechos reales sobre las activistas de base del incipiente movimiento feminista que se vieron obligadas a operar en la clandestinidad para evadir al Estado.,Drama,id_695
Blue Bayou,"Un hombre coreano-estadounidense criado en los pantanos de Luisiana se esfuerza por dar una vida a su familia, pero debe enfrentarse a los fantasmas de su pasado al descubrir que podría ser deportado del único país que ha considerado su hogar.",Drama,id_696
Air America,"Air America era la aerolínea privada de la CIA que operaba en Laos durante la Guerra de Vietnam, transportando todo tipo de mercancías, desde soldados hasta alimentos para los aldeanos locales. Tras perder su licencia de piloto, Billy Covington es reclutado por la compañía y termina envuelto en un grupo de pilotos desquiciados, el tráfico de armas de su amigo Gene Ryack y el contrabando de opio de sus propios superiores.",Acción,id_697
Midnight Cowboy,"Joe Buck es un estafador ingenuo de Texas que espera dar el gran golpe con las mujeres ricas de la ciudad de Nueva York; encuentra un compañero en Enrico ""Ratso"" Rizzo, un estafador enfermo con una pierna coja y la quijotesca fantasía de escapar a Florida.",Drama,id_698
Judy Moody and the Not Bummer Summer,"Judy Moody, alumna de tercer grado, se propone vivir el verano más emocionante de su vida.",Comedia,id_699
Ava,"Ava, de 13 años, está pasando el verano en la costa atlántica cuando descubre que perderá la vista antes de lo previsto. Su madre decide actuar como si nada hubiera pasado para disfrutar del mejor verano de sus vidas. Ava afronta el problema a su manera. Roba un perro negro grande que pertenece a un joven fugitivo...",Drama,id_700
